cod_prestacion,Frequency.1,codes,spanish description,english description,comment
229,1,0121601060,CITOLOGIA OBTENIDA POR P.A.A.F SIN PRESENCIA DEL ANATOMOPATOLOGO.,,
1064,1,300113110000N0001439,COLINESTERASA DIBUCAINA,,
1477,1,30030200201320000000,"ARTROGRAFIA, CADERA DERECHA/IZQUIERDA",,
1879,1,30031302041115800000,"ARTERIOGRAFIA, RIÑON AMBOS",,
278,1,300113010000N0000021,COLESTEROL TOTAL,,
1978,1,ANT000165,SINERGISMO GENTAMICINA,,
2495,1,300113120500C0000945,CLORO EN LCR,,
1465,1,30030100092231900000,"DENSITOMETRIA OSEA, OTRAS ZONAS ANATOMICAS",,
2780,1,CCD00290N,AC ANTI Jo-I/HRS (EN SANGRE),,
2328,1,CCD00430K,CRISTALES DE ACIDO URICO (EN ORINA),,
1605,1,30030600860707401000,"TC OSTEOARTICULAR , ESCAPULA DERECHA/IZQUIERDA, SIN CONTRASTE",,
419,1,300113030100N0000113,COLÁGENO TIPO I TELOPÉPTIDO CARBOXITERMINAL  CADENA A (CTX) SANGRE,,
2117,1,CCD00147N,INSULINA 90 MIN (EN SANGRE),,
2347,1,CCD00536N,A p02,,
811,1,300113040000N0001267,LEPTINA,,
834,1,300113050000N0000709,AC ANTI CITOPLASMA DE NEUTRÓFILOS (ANCA),,
1247,1,300114020100N0000028,FACTOR VIII,,
2652,1,300113030212N0000491,IGE ESPECIFICA  FICUS SPP,,
533,1,300113030204N0000307,IGE ESPECIFICA  GLUTEN,,
808,1,300113040000N0001113,RENINA TOTAL,,
1955,1,ANT000100,FOSFOMICINA,,
794,1,300113040000N0000666,TIROXINA LIBRE (T4 LIBRE),,
2524,1,30030200341624600000,"FLEBOGRAFIA, MIEMBRO SUPERIOR AMBOS",,
1847,1,30030901531928301000,"RM ESPECTROSCOPICA, MIEMBRO INFERIOR AMBOS, SIN CONTRASTE",,
769,1,300113040000N0000641,ESTRONA,,
2257,1,CCD00324N,% PLAQUETAS DE TAMAÑO GRANDE (EN SANGRE),,
2449,1,300113030201N0001533,IGE ESPECIFICA LISOZIMA,,
2646,1,300113030207N0000410,IGE ESPECIFICA  BOQUERON,,
2299,1,CCD00384N,LH 1ª TOMA (EN SANGRE),,
2492,1,300113110000N0001658,C.TUMORALES CIRCULANTES (PRINCIPIOS INMUNOMAGNETICOS+AC.FLUORESCENTES),,
402,1,300113030100K0001205,TREONINA ORINA,,
1638,1,30030600861927402000,"TC OSTEOARTICULAR , CALCANEO AMBOS, SIN CONTRASTE Y CON CONTRASTE",,
1366,1,30030100031320004000,"RX ESQUELETO PERIFERICO, CADERA DERECHA/IZQUIERDA, AP",,
355,1,300113020000K0000099,UREA EN UN TIEMPO DETERMINADO,,
2027,1,CCD00044N,C1 INHIBIDOR FUNCIONAL (EN SANGRE),,
2664,1,300113040000N0001326,CATECOLAMINAS TOTALES SANGRE,,
2685,1,300113120700E0000966,PREALBÚMINA EN LIQUIDO NASAL,,
318,1,300113010000Q0000001,ACLARAMIENTO DE CREATININA,,
1321,1,300114070200N0000158,CÉLULAS T8 (RECUENTO),,
1395,1,30030100031625206000,"RX ESQUELETO PERIFERICO, TUNEL CARPIANO DERECHO/IZQUIERDO, AP Y LAT",,
2469,1,300113030215N0000577,IGE ESPECIFICA  SABINA,,
2603,1,300113020000K0000085,OSMOLALIDAD EN UN TIEMPO DETERMINADO,,
89,1,0121208060,AC IGG E IGM ANTI-TREPONEMA PALLIDUM (ELISA),,
502,1,300113030203N0000229,IGE ESPECIFICA  PLUMAS DE CANARIO,,
2628,1,300113030100N0001224,GLUCOSA-6-FOSFATO DESHIDROGENASA,,
1164,1,300113121000H0001612,PÉPTIDO NATRIURÉTICO (BNP) LÍQUIDO PREURAL,,
1491,1,30030200380000000000,PIELOGRAFIA POR NEFROSTOMIA,,
2236,1,CCD00284N,F-ACTINA (EN SANGRE),,
1022,1,300113110000N0000878,AMONIO,,
2262,1,CCD00331K,CILINDROS ERITROCITARIOS (EN ORINA),,
2510,1,300114060000N0000131,FOSFATASA ALCALINA ANTIFOSFATASA ALCALINA (FAAFA),,
151,1,0121209420,AC. ANTI-TOXOPLASMA GONDII IGM METODO ELISA,,
1590,1,30030600840000001000,"TC CUELLO , SIN CONTRASTE",,
2569,1,CCD00419N,ANTIGLOBULINA DIRECTA POLIESPECÍFICA  (POLIVALENTE) (EN SANGRE),,
2219,1,CCD00257K,METADONA (EN ORINA),,
1527,1,30030400630809100000,"ECOGRAFIA ORGANOS/PARTES BLANDAS, MAMA DERECHA/IZQUIERDA",,
134,1,0121209280,AC.ANTI-CHLAMYDOPHILA PNEUMONIAE IGM METODO ELISA,,
2340,1,CCD00516N,PÉPTIDO C 180 MIN (EN SANGRE),,
2757,1,30031803540000000000,SONDAJE VESICAL,,
2699,1,300113121200J0001526,BETA 2 MICROGLOBULINA LÍQUIDO SINOVIAL,,
2465,1,300113030212N0000492,IGE ESPECIFICA  FORMALDEHIDO,,
425,1,300113030100N0000119,ENZIMA CONVERTIDOR DE ANGIOTENSINA,,
1218,1,300113121500Y0001054,FOSFATASA ALCALINA EN TEJIDOS S.E.,,
1752,1,30030901441320002000,"RM OSTEOARTICULAR , CADERA DERECHA/IZQUIERDA, SIN CONTRASTE Y CON CONTRASTE",,
1165,1,300113121100I0001011,ASPECTO DEL LIQUIDO SEMINAL,,
1837,1,30030901521725402000,"RM VASCULAR , ANTEBRAZO DERECHO/IZQUIERDO, SIN CONTRASTE Y CON CONTRASTE",,
2320,1,CCD00422N,HEMATÍES HIPOCROMOS,,
1056,1,300113110000N0001225,MERCURIO SANGRE,,
2014,1,CCD00032N,BE EXCESO DE BASE NORMALIZADO (EN SANGRE),,
804,1,300113040000N0000676,VITAMINA B12 (CIANOCOBALAMINA),,
2657,1,300113030215N0000576,IGE ESPECIFICA  ROBLE,,
1833,1,30030901521420902000,"RM VASCULAR , PELVIS, SIN CONTRASTE Y CON CONTRASTE",,
1968,1,ANT000135,PENICILINA,,
2186,1,CCD00217N,TIEMPO DE TROMBOPLASTINA PARCIAL ACTIVADO (TTPA) CORREGIDO (EN SANGRE),,
1632,1,30030600861624901000,"TC OSTEOARTICULAR , MUÑECA DERECHA/IZQUIERDA, SIN CONTRASTE",,
558,1,300113030204N0000367,IGE ESPECIFICA  SANDIA,,
931,1,300113070100N0000796,FENITOÍNA,,
2452,1,300113030204N0000277,IGE ESPECIFICA  CAFE,,
671,1,300113030300N0000624,PRECIPITINAS SIN ESPECIFICAR,,
436,1,300113030100N0000132,INMUNOGLOBULINA A (IgA) SUBCLASES,,
204,1,0121210040,ANTÍGENO STREPTOCOCCUS PYOGENES,,
258,1,0888900150,ECOCARDIOGRAFIA DE ESFUERZO,,
1920,1,30031803630000000000,INTERCONSULTA: INTERVENCIONISMO NO VASCULAR TERAPEUTICO,,
2068,1,CCD00092N,EOSINÓFILOS FROTIS (EN SANGRE),,
2101,1,CCD00132N,GLUCOSA 120 MIN (EN SANGRE),,
12,1,0121202050,CULTIVO DE LIQUIDOS ESTERILES NO L.C.R.  INCLUIDA LA BUSQUEDA DE ANAEROBIOS,,
1927,1,ANT000015,BETA-LACTAMASA AMPLIO ESPECTRO,,
1699,1,30030601000505601000,"MIELOGRAFIA , MEDULA CERVICAL, SIN CONTRASTE",,
2570,1,CCD00433K,AGREGADOS LEUCOCITARIOS (EN ORINA),,
2406,1,OTPRMANT,MANTOUX,,
1052,1,300113110000N0001111,PROTOPORFIRINA IX ERITROCITARIA,,
948,1,300113070100N0001463,LEVETIRACETAM,,
2107,1,CCD00138N,HEMATOCRITO (EN SANGRE),,
1462,1,30030100082231900000,"DENSITOMETRIA OSEA (DXA), OTRAS ZONAS ANATOMICAS",,
969,1,300113080100N0000830,AG CA 72.4 (AG CARBOHIDRATADO  72.4),,
2418,1,0121206171,HEPATITIS E IGG CONFIRMACION: W-BLOT,,
446,1,300113030100N0000142,INMUNOGLOBULINA G4,,
791,1,300113040000N0000663,TESTOSTERONA LIBRE,,
645,1,300113030215N0000557,IGE ESPECIFICA  CIPRES,,
1117,1,300113120600D0001320,CLORO LÍQUIDO DIÁLISIS,,
2542,1,30031201970000000000,QUIMIONUCLEOLISIS,,
2468,1,300113030215N0000569,IGE ESPECIFICA  OLMO,,
983,1,300113080100N0001727,HE4 (PROTEÍNA EPIDIMAL HUMANA 4),,
108,1,0121209092,AC. ANTI-VIRUS DE EPSTEIN-BARR IGG VCA METODO IFI,,
1709,1,30030601040000002000,"TC UROGRAFIA , SIN CONTRASTE Y CON CONTRASTE",,
853,1,300113050000N0000729,AC IGM ANTI GANGLIÓSIDO GT1B,,
2663,1,300113030300N0001554,PRECIPITINAS TERMOACTINOMYCES V.,,
2167,1,CCD00197N,PROGESTERONA 17-HIDROXI 30 MIN (EN SANGRE),,
2228,1,CCD00276N,AC ANTI ENDOMISIO IgA (EN SANGRE),,
1169,1,300113121100I0001525,Alfa-GLUCOSIDASA LÍQUIDO SEMINAL,,
861,1,300113050000N0000737,AC ANTI MA 2 (TA),,
641,1,300113030214N0000541,IGE ESPECIFICA  ECHINOCOCCUS,,
2022,1,CCD000410,COMENTARIO HEMATOLOGIA,,
2588,1,0121209541,AC ASPERGILLUS (HEMAGLUTINACION) IGG,,
1112,1,300113120600D0000964,UREA EN LIQUIDO DE DIALISIS,,
171,1,0121209500,AC. ANTI-LEISHMANIA METODO HMG,,
2135,1,CCD00164K,METANEFRINA (EN ORINA),,
1176,1,300113121200J0001029,PH EN LIQUIDO SINOVIAL,,
2010,1,CCD00028N,BASÓFILOS (EN SANGRE),,
2779,1,CCD00289N,AC ANTI TOPO-I/Scl-70 (EN SANGRE),,
1815,1,30030901500000002000,"RM ABDOMINAL, SIN CONTRASTE Y CON CONTRASTE",,
1629,1,30030600861624302000,"TC OSTEOARTICULAR , MANO DERECHA/IZQUIERDA, SIN CONTRASTE Y CON CONTRASTE",,
552,1,300113030204N0000357,IGE ESPECIFICA  PIMENTON DULCE,,
664,1,300113030299N0000618,"INMUNOGLOBULINA E (IgE) ESPECÍFICA, S.E",,
710,1,300113030409N0001673,IGE RECOMBINANTE Phl p12  (Hierba Timotea),,
1739,1,30030901421013401000,"RM COLUMNA, RAQUIS LUMBAR, SIN CONTRASTE",,
1931,1,ANT000026,AMOXICILINA / CLAVULÁNICO (2),,
729,1,300113030415N0001707,IGE RECOMBINANTE Bet v4 (Abedul),,
47,1,0121206020,AC. ANTI-VIRUS DE LA HEPATITIS A IGM METODO ELISA,,
990,1,300113090000N0001245,HLA A (BIOLOGÍA MOLECULAR),,
29,1,0121203020,IDENTIFICACION DE MICOBACTERIAS,,
19,1,0121202152,CULTIVO DE MICOBACTERIAS (3),,
1807,1,30030901460808101000,"RM TORACICA, AXILA, SIN CONTRASTE",,
2773,1,CCD00271N,AC ANTI RNP-A (EN SANGRE),,
1764,1,30030901441623902000,"RM OSTEOARTICULAR , HOMBRO DERECHO/IZQUIERDO, SIN CONTRASTE Y CON CONTRASTE",,
820,1,300113050000N0000694,AC ANTI ANTÍGENO RNP,,
867,1,300113050000N0000743,AC ANTI MÚSCULO ESTRIADO,,
777,1,300113040000N0000649,GONADOTROPINA CORIÓNICA LIBRE (BETA HCG LIBRE),,
1473,1,30030100170000000000,CONSULTA POR TELERRADIOLOGIA: RADIOLOGIA CONVENCIONAL,,
85,1,0121208020,VDRL  (FLOCULACION),,
1414,1,30030100031928706000,"RX ESQUELETO PERIFERICO, RODILLA AMBAS, AP Y LAT",,
2011,1,CCD00029N,BASOFILOS ABSOLUTOS (EN SANGRE),,
711,1,300113030409N0001688,IGE RECOMBINANTE Cyn d 1 (Grama mayor),,
1568,1,30030500742231900000,"DOPPLER VENOSO , OTRAS ZONAS ANATOMICAS",,
1044,1,300113110000N0000902,SELENIO,,
1241,1,300114010200N0000019,ELUCIÓN ERITROCITARIA,,
28,1,0121203012,IDENTIFICACION DE BACTERIAS (3),,
1602,1,30030600860707101000,"TC OSTEOARTICULAR , CLAVICULA AMBAS, SIN CONTRASTE",,
737,1,300113040000K0000681,ÁCIDO VANIL-MANDÉLICO (4-HIDROXI-3-METOXIMANDELATO),,
2254,1,CCD00321N,ÍNDICE DISTRIBUCIÓN HEMATÍES (CV) (EN SANGRE),,
2250,1,CCD00312N,NORADRENALINA (EN SANGRE),,
536,1,300113030204N0000319,IGE ESPECIFICA  JUDIA VERDE,,
1356,1,30030100030706919000,"RX ESQUELETO PERIFERICO, ARTICULACION ESTERNO-CLAVICULAR AMBAS, PA",,
226,1,0121214590,AC. VIRUS HTLV I (EIA),,
2360,1,CCD00583K,VOLUMEN 24 HORAS (EN ORINA),,
2534,1,30030600940000002000,"TC VASCULAR DINAMICO , SIN CONTRASTE Y CON CONTRASTE",,
2212,1,CCD00250K,COCIENTE PROTEÍNAS TOTALES/CREATININA (EN ORINA),,
121,1,0121209190,AC. ANTI-VIRUS DE LA PAROTIDITIS IGM METODO ELISA,,
249,1,0121813020,FILTRADO GLOMERULAR,,
1460,1,30030100081928000000,"DENSITOMETRIA OSEA (DXA), FEMUR PROXIMAL CADERA",,
2197,1,CCD00230N,TEMPERATURA (EN SANGRE),,
1216,1,300113121400X0001613,ANTICUERPOS ANTI NUCLEARES (ANA) LÍQUIDOS BIOLÓGICOS S.E,,
2305,1,CCD00394N,CARNITINA LIBRE (EN SANGRE),,
2447,1,300113030100N0001167,ADA SANGRE,,
546,1,300113030204N0000345,IGE ESPECIFICA  NARANJA,,
520,1,300113030204N0000272,IGE ESPECIFICA  BERENJENA,,
81,1,0121207030,HIV AG (ELISA),,
2352,1,CCD00571I,MOTILIDAD NO PROGRESIVA / PORCENTAJE (EN LIQUIDO SEMINAL),,
167,1,0121209470,AC LEPTOSPIRA (AGLUTINACION ) POR ANTIGENO,,
949,1,300113070100N0001468,OXCARBACEPINA,,
1412,1,30030100031928606000,"RX ESQUELETO PERIFERICO, PIE DERECHO/IZQUIERDO, AP Y LAT",,
1018,1,300113110000K0001302,UROPORFIRINAS ORINA 24 HORAS,,
2140,1,CCD00169N,MONOCITOS FROTIS (EN SANGRE),,
1002,1,300113100000N0001475,ESTUDIO GENÉTICO:FIBROSIS QUÍSTICA,,
2798,1,CCD00462K,DENSIDAD 120 MIN (EN ORINA),,
1996,1,CCD00010N,ALBÚMINA  (EN SANGRE),,
1097,1,300113120500C0000951,GLUCOSA EN LCR,,
617,1,300113030211N0000478,IGE ESPECIFICA  MOSQUITO COMUN,,
754,1,300113040000N0000626,ALDOSTERONA SANGRE,,
1319,1,300114070100N0000262,INMUNOFENOTIPO SANGRE PRIFÉRICA,,
2507,1,300114029900N0000256,APTT-ANTICOAGULANTE LÚPICO,,
1140,1,300113120900G0000986,GLUCOSA EN LIQUIDO PERITONEAL,,
2629,1,300113030100N0001308,PROLINA,,
2676,1,300113090000N0001250,HLA DR (B) BAJA RESOLUCIÓN (BIOLOGÍA MOLECULAR),,
1229,1,300114010200N0000005,AGLUTININAS,,
2102,1,CCD00133N,GLUCOSA 180 MIN (EN SANGRE),,
300,1,300113010000N0000047,LIPASA,,
349,1,300113020000K0000093,PRUEBA DE EMBARAZO,,
974,1,300113080100N0000835,ALFA FETOPROTEÍNA,,
1288,1,300114030000N0000250,"ERITROBLASTOS, RECUENTO AUTOMÁTICO",,
299,1,300113010000N0000046,LACTATO-DESHIDROGENASA (LDH),,
2168,1,CCD00198N,PROGESTERONA 17-HIDROXI 60 MIN (EN SANGRE),,
2240,1,CCD00293N,PROTEINA A PLASMATICA ASOCIADA AL EMBARAZO (PAPP-A),,
434,1,300113030100N0000130,INMUNOFIJACIÓN SANGRE,,
59,1,0121206100,AC. ANTI-VIRUS DE LA HEPATITIS B AG E METODO ELISA,,
2000,1,CCD00016N,ALFA 1 GLOBULINA (%) (EN SANGRE),,
586,1,300113030207N0000417,IGE ESPECIFICA  EMPERADOR,,
2097,1,CCD00128N,GLUCOSA 30 MIN  (EN SANGRE),,
1114,1,300113120600D0001317,CALCIO LÍQUIDO DIÁLISIS,,
64,1,0121206120,HCV AC IGM (ELISA),,
854,1,300113050000N0000730,AC ANTI GLIADINA,,
1376,1,30030100031623905000,"RX ESQUELETO PERIFERICO, HOMBRO DERECHO/IZQUIERDO, AP Y AXIAL",,
1092,1,300113120500C0000943,ASPECTO LCR,,
965,1,300113080100N0000826,AG CA 15.3 (AG CARBOHIDRATADO 15.3),,
459,1,300113030100N0000157,PROTEINOGRAMA SANGRE,,
1040,1,300113110000N0000898,PÉPTIDO NATRIURÉTICO CEREBRAL (BNP),,
1228,1,300114010100N0000240,FENOTIPO ERITROCITARIO CDE,,
2528,1,30030500760000000000,DOPPLER DE TRANSPLANTE HEPATICO,,
2623,1,300113030100N0001181,SERINA SANGRE,,
1623,1,30030600861624001000,"TC OSTEOARTICULAR , HUMERO AMBOS, SIN CONTRASTE",,
1513,1,30030400601319900000,"ECOGRAFIA  NEONATAL , CADERA AMBAS",,
1093,1,300113120500C0000944,BANDAS OLIGOCLONALES LCR,,
766,1,300113040000N0000638,DESOXICORTISOL 11,,
797,1,300113040000N0000669,TRIYODOTIRONINA LIBRE (T3 LIBRE),,
506,1,300113030203N0000236,IGE ESPECIFICA  PLUMAS OCA,,
2596,1,0121812090,ANDROSTENDIONA SIN EXTRACCION,,
1509,1,30030400571623900000,"ECOGRAFIA ARTICULAR, HOMBRO DERECHO/IZQUIERDO",,
1105,1,300113120500C0001489,PROTEÍNA C REACTIVA (PCR) LÍQUIDO CEFALORRAQUÍDEO,,
184,1,0121209631,AC. ANTI-CHLAMYDOPHILA PSITTACI IGM METODO IFI,,
1951,1,ANT000085,ERITROMICINA,,
1380,1,30030100031624106000,"RX ESQUELETO PERIFERICO, HUMERO DERECHO/IZQUIERDO, AP Y LAT",,
638,1,300113030213N0000526,IGE ESPECIFICA  PENICILLIUM,,
2153,1,CCD00182K,NORADRENALINA (EN ORINA),,
689,1,300113030404N0001685,IGE RECOMBINANTE Cor a8 (Avellana),,
868,1,300113050000N0000744,AC ANTI MÚSCULO LISO (AML),,
1403,1,30030100031927715000,"RX ESQUELETO PERIFERICO, DEDOS PIE DERECHO/IZQUIERDO, EN CARGA",,
627,1,300113030212N0000497,IGE ESPECIFICA  ISOCIANATO TDI,,
544,1,300113030204N0000338,IGE ESPECIFICA  MELON,,
1572,1,30030600820000001000,"TC CEREBRAL , SIN CONTRASTE",,
2429,1,0121209240,AC COXIELLA BURNETII (IFI),,
560,1,300113030204N0000374,IGE ESPECIFICA  SOJA,,
534,1,300113030204N0000313,IGE ESPECIFICA  GUISANTE,,
745,1,300113040000K0001091,CORTISOL ORINA 24 HORAS,,
877,1,300113050000N0000754,AC ANTI TIROGLOBULINA,,
1338,1,300114080100N0000193,REORDENAMIENTO IgH (LINFOMAS),,
1891,1,30031402121114900000,"EMBOLIZACION , HIGADO",,
952,1,300113070200K0000816,ANTIDEPRESIVOS TRICÍCLICOS ORINA,,
1542,1,30030400700000000000,DIAGNOSTICO POR TELERRADIOLOGIA: ECOGRAFIA GENERAL,,
1279,1,300114029900N0000242,PFA-100,,
252,1,0222203090,ECOGRAFIA TIROIDEA,,
1082,1,300113120200U0001108,ELASTASA PANCREÁTICA 1 HECES,,
1090,1,300113120500C0000941,ADENOSINA-DESAMINASA (ADA) LCR,,
695,1,300113030404N0001717,IGE RECOMBINANTE NGLY M 6 GLYCININ (SOJA) F432,,
563,1,300113030204N0000380,IGE ESPECIFICA  UVA,,
1642,1,30030600861927802000,"TC OSTEOARTICULAR , FEMUR AMBOS, SIN CONTRASTE Y CON CONTRASTE",,
327,1,300113020000K0000067,CLORURO,,
903,1,300113050000N0001395,AC.ANTI ENDOTELIALES,,
183,1,0121209630,AC. ANTI-CHLAMYDOPHILA PSITTACI IGG METODO IFI,,
2594,1,01212096615,AC. ANTI-BARTONELLA QUINTANA IGM METODO IFI,,
341,1,300113020000K0000084,OSMOLALIDAD,,
1372,1,30030100031623306000,"RX ESQUELETO PERIFERICO, DEDOS MANO AMBAS , AP Y LAT",,
129,1,0121209244,AC. ANTI-COXIELLA BURNETII IGG METODO IFI,,
1845,1,30030901522030002000,"RM VASCULAR , PIERNA DERECHA/IZQUIERDA, SIN CONTRASTE Y CON CONTRASTE",,
496,1,300113030203N0000212,IGE ESPECIFICA  EPITELIO COBAYA,,
1591,1,30030600840000002000,"TC CUELLO , SIN CONTRASTE Y CON CONTRASTE",,
1077,1,300113120200U0000929,PORFOBILINÓGENO HECES,,
977,1,300113080100N0000838,CYTOKERATINA CYFRA 21-1,,
2048,1,CCD00067N,COCIENTE T4/T8 (EN SANGRE),,
1063,1,300113110000N0001402,CROMO,,
2345,1,CCD00534N,Aa D pO2,,
2390,1,MUE000149,EXUDADO UMBILICAL,,
415,1,300113030100N0000109,CARNITINA,,
2018,1,CCD00038N,BETA 2 GLOBULINA (%) (EN SANGRE),,
2437,1,0121214390,AC. PAPILOMAVIRUS (FC),,
842,1,300113050000N0000718,AC IGG ANTI GANGLIÓSIDO GD1B,,
2206,1,CCD00242N,BETA GLOBULINA TOTAL % (EN SANGRE),,
2023,1,CCD00041N,BICARBONATO NORMALIZADO (EN SANGRE),,
1710,1,30030601050000000000,CONSULTA POR TELERRADIOLOGIA: TC,,
1933,1,ANT000031,AMPICILINA (2),,
2059,1,CCD00083N,CTHB CONCENTRACION DE HEMOGLOBINA TOTAL (EN SANGRE),,
49,1,0121206031,CARGA VIRAL VIRUS DE LA HEPATITIS B METODO PCR CUANT,,
1549,1,30030500721115800000,"DOPPLER ORGANOS/PARTES BLANDAS, RIÑON AMBOS",,
1834,1,30030901521624202000,"RM VASCULAR , MANO AMBAS, SIN CONTRASTE Y CON CONTRASTE",,
1032,1,300113110000N0000890,LACTATO,,
2574,1,CCD00590K,ANFETAMINA - METANFETAMINA,,
2587,1,0121209531,AC. ANTI-ENTAMOEBA HISTOLYTICA IGG METODO HEMAGLUTINACION,,
803,1,300113040000N0000675,VITAMINA B6 (PIRIDOXINA),,
1589,1,30030600830102302000,"TC CARA Y BASE DE CRANEO , SILLA TURCA , SIN CONTRASTE Y CON CONTRASTE",,
2674,1,300113070200K0000824,"OTRAS DROGAS DE ABUSO (por parámetro), S.E",,
978,1,300113080100N0000839,ENOLASA ESPECIFÍCA NEURONAL (NSE),,
1525,1,30030400630808500000,"ECOGRAFIA ORGANOS/PARTES BLANDAS, AXILA ESTADIFICACION DERECHA/IZQUIERDA",,
1840,1,30030901521928502000,"RM VASCULAR , PIE AMBOS, SIN CONTRASTE Y CON CONTRASTE",,
592,1,300113030207N0000431,IGE ESPECIFICA GAMBA,,
2008,1,CCD00026I,ANORMALIDADES EN LA PIEZA INTERMEDIA  (EN LIQUIDO SEMINAL),,
1560,1,30030500732231900000,"DOPPLER  ARTERIAL, OTRAS ZONAS ANATOMICAS",,
1139,1,300113120900G0000984,ESTUDIO CITOLÓGICO ERITROCITOS EN LIQUIDO PERITONEAL,,
255,1,0888900060,TECNICA DE HOLTER DE RITMO CARDIACO,,
2185,1,CCD00216N,TIEMPO DE TROMBINA EN RATIO (EN SANGRE),,
1475,1,30030100190000000000,INTERCONSULTA: RADIOLOGIA CONVENCIONAL,,
864,1,300113050000N0000740,AC ANTI MICROSOMALES  (ANTI TPO),,
633,1,300113030213N0000516,IGE ESPECIFICA  BOTRYTIS CINEREA,,
491,1,300113030202N0000202,IGE ESPECIFICA  LEPIDOGLIPHUS,,
1844,1,30030901522029902000,"RM VASCULAR , PIERNA AMBAS, SIN CONTRASTE Y CON CONTRASTE",,
155,1,0121209424,AC. ANTI-TRYPANOSOMA CRUZI IGG METODO EIA,,
2416,1,0121202090,"CULTIVO DE EXUDADO SUPERFICIAL, SIN BUSQUEDA DE ANAEROBIOS",,
2563,1,CCD00328K,CILINDROS CEREOS (EN ORINA),,
1788,1,30030901442030002000,"RM OSTEOARTICULAR , PIERNA DERECHA/IZQUIERDA, SIN CONTRASTE Y CON CONTRASTE",,
575,1,300113030206N0000400,IGE ESPECIFICA  HUEVO,,
606,1,300113030209N0000456,IGE ESPECIFICA  GRAMA DE OLOR,,
2072,1,CCD00097N,FHHB FRACCION DE DESOXIHEMOGLOBINA EN HB TOTAL (EN SANGRE),,
2702,1,300113121400X0001043,INMUNOGLOBULINA G (IGG) EN LIQUIDOS BIOLOGICOS S.E.,,
346,1,300113020000K0000090,PROTEINAS BENCE JONES,,
2323,1,CCD00425N,íNDICE DE LOBULARIDAD,,
2591,1,0121209621,AC. ANTI-HISTOPLASMA CAPSULATUM METODO AGLUTINACION,,
874,1,300113050000N0000750,AC ANTI RECEPTORES ACETIL COLINA,,
1418,1,30030100031928808000,"RX ESQUELETO PERIFERICO, RODILLA DERECHA/IZQUIERDA, AP, LAT, AXIAL",,
1272,1,300114029900N0000067,"PROTEINA S, ANTÍGENO (LIBRE Y TOTAL)",,
624,1,300113030212N0000488,IGE ESPECIFICA  ANHIDRIDO MEXOHIDROFOLICO,,
237,1,0121812130,ANTICUERPOS ANTITIROGLOBULINA SIN EXTRACCION,,
2552,1,30031502341115800000,"BIOPSIA TRANSYUGULAR, RIÑON AMBOS",,
1932,1,ANT000030,AMPICILINA,,
734,1,300113030416N0001701,IGE RECOMBINANTE Art v3 (Artemisia),,
2786,1,CCD00359I,RECUENTO FINAL ESPERMIOS S.CAPACITADO (EN LIQUIDO SEMINAL),,
2307,1,CCD00396N,ASIALO - TF (EN SANGRE),,
362,1,300113020000K0001077,COBRE EN 24 HORAS,,
435,1,300113030100N0000131,INMUNOGLOBULINA A (IGA) SANGRE,,
849,1,300113050000N0000725,AC IGM ANTI GANGLIÓSIDO GM1,,
835,1,300113050000N0000710,AC ANTI DNA,,
56,1,0121206071,AC. ANTI-VIRUS DE LA HEPATITIS B IGG AG CORE METODO EIA,,
443,1,300113030100N0000139,INMUNOGLOBULINA G1,,
1100,1,300113120500C0000957,XANTOCROMIA EN LCR,,
1115,1,300113120600D0001318,FOSFORO LÍQUIDO DIÁLISIS,,
1486,1,30030200330000000000,FISTULOGRAFIA / CATETEROGRAFIA / CONTROL DE CATETER,,
699,1,300113030404N0001721,IGE RECOMBINANTE RARA H 3 (CACAHUETE) F424,,
2283,1,CCD00356N,PATRÓN MICROSCÓPICO ANCA (EN SANGRE),,
1232,1,300114010200N0000009,"ANTICUERPOS IRREGULARES ANTIERITROCITARIOS, IDENTIFICACIÓN",,
1240,1,300114010200N0000018,"CRIOGLOBULINAS, TITULACIÓN",,
146,1,0121209390,AC. ANTI-SALMONELLA TYPHI O METODO AGLUT.,,
687,1,300113030403N0001667,IGE RECOMBINANTE Fel d2 (Gato),,
1704,1,30030601001115302000,"MIELOGRAFIA , MEDULA LUMBAR, SIN CONTRASTE Y CON CONTRASTE",,
2365,1,CCD00593K,BACTERIAS POR OBSERVACIÓN DIRECTA (EN ORINA),,
221,1,0121211064,GENOTIPO VIRUS DE LA HEPATITIS C METODO HIBRI,,
34,1,0121203071,IDENTIFICACION DE PARASITOS (2),,
358,1,300113020000K0001060,CREATININA EN 2 HORAS,,
1536,1,30030400640000000000,ECOGRAFIA MUSCULOESQUELETICA,,
1865,1,30031001700202500000,"ANGIOGRAFIA, CEREBRO COMPLETA",,
428,1,300113030100N0000124,FOSFATASA ALCALINA OSEA,,
1606,1,30030600860707402000,"TC OSTEOARTICULAR , ESCAPULA DERECHA/IZQUIERDA, SIN CONTRASTE Y CON CONTRASTE",,
2005,1,CCD00021N,ANCHO DISTRIBUCIÓN ERITROCITOS (EN SANGRE),,
1824,1,30030901501115802000,"RM ABDOMINAL, RIÑON AMBOS, SIN CONTRASTE Y CON CONTRASTE",,
2099,1,CCD00130N,GLUCOSA 60 MIN  (EN SANGRE),,
2146,1,CCD00175I,MOTILIDAD PROGRESIVA RAPIDA PARA INSEMINACIÓN (EN LIQUIDO SEMINAL),,
