cod_crg,Frequency.4,codes,spanish description,english description,comment
363,1,51872.0,Arritmias cardiacas y trastornos de la conducción: Nivel 2,3-30-31 CARDIAC DYSRHYTHMIAS,
224,1,51382.0,Asma: Nivel 2,Level 2:,
763,1,57841.0,Abuso crónico de alcohol: Nivel 1,(Alcohol dependence syndrome [including alcoholism]) or (alcohol problem drinking) (disorder),
904,1,53102.0,Enfermedad hepática alcohólica: Nivel 2,Liver Disease:,
527,1,62822.0,"Otra neoplasia no dominante y otra enfermedad crónica, Nivel 2: Nivel 2",Geometry-level 2-level 2,
653,1,53441.0,"Historia de fractura de cadera, edad > 64 años: Nivel 1",Family history of hip fracture.,
873,1,86612.0,Neoplasia de proteinas plasmáticas: Nivel 2,Plasma proteins low,
1021,1,86624.0,Neoplasia de mama: Nivel 4,BREAST NEOPL,
47,1,62924.0,"Abuso de drogas crónico moderado y otra enfermedad crónica, Nivel 2: Nivel 4",Level 1                   Level 2                   Level 3                  Level 4,
64,1,61156.0,Insuficiencia cardiaca y demencia: Nivel 6,Heart failure and dementia: level 6,
669,1,61212.0,EPOC y enfermedad coronaria avanzada: Nivel 2,Heart failure and coronary artery disease,
612,1,61425.0,Diabetes y asma: Nivel 5,Level 5:,
1012,1,51822.0,Historia de Infarto Agudo de Miocardio: Nivel 2,ACUTE MYOCARDIAL INFARCTION,
760,1,90504.0,Dependencia de ventilación mecánica: Nivel 4,Mechanical ventilation,
1017,1,62613.0,"Enfermedad dominante crónica y otra enfermedad crónica, Nivel 2: Nivel 3",Level 2 /// Level 3,
705,1,70114.0,Insuficiencia cardiaca - Diabetes - Enfermedad cerebrovascular: Nivel 4,Heart failure - Diabetes - disease stroke: level 4,
324,1,56651.0,Linfoma no Hodgkin: Nivel 1,Non-Hodgkin lymphoma: level 1,
1019,1,70012.0,Insuficiencia renal crónica - Otra enfermedad crónica dominante: Nivel 2,CKD - chronic kidney disease,
930,1,51201.0,Labio leporino y paladar hendido: Nivel 1,cleft lip and cleft palate,
1024,1,62511.0,Abuso de drogas crónico moderado y otra enfermedad moderada crónica: Nivel 1,Moderate chronic drug abuse and other moderate chronic illness: level 1,
1057,1,51332.0,EPOC y bronquiectasias: Nivel 2,Level 2:,
529,1,61135.0,Insuficiencia cardiaca y enfermedad cerebrovascular: Nivel 5,"- if you have heart failure, established heart disease and / or cerebrovascular disease, e. g. if you have",
506,1,37561.0,Diagnósticos de salud mental crónicos - menor: Nivel 1,There are no current mental health diagnoses.,
701,1,55843.0,Retraso mental severo / profundo: Nivel 3,Severe mental retardation / deep: level 3,
179,1,61611.0,Demencia y otra enfermedad moderada crónica: Nivel 1,,
586,1,61222.0,EPOC y otra enfermedad dominante crónica: Nivel 2,COPD and other chronic disorder: level 2,
468,1,56951.0,Neoplasia NOS/NEC: Nivel 1,Level 1:,
122,1,61244.0,EPOC e hipertensión,Glaucoma and ocular hypertension,
576,1,61251.0,"EPOC y otra enfermedad crónica, Nivel 2","COPD and other chronic disease, level 2",
136,1,61702.0,Esquizofrenia y otra enfermedad dominante crónica: Nivel 2,,
732,1,61304.0,Enfermedad cerebrovascular y diabetes,Cerebrovascular disease and diabetes,
691,1,70202.0,Diabetes - Enfermedad coronaria avanzada - Otra enfermedad crónica dominante: Nivel 2,Diabetes - advanced coronary disease - another dominant chronic disease: level 2,
495,1,54794.0,Diagnósticos genitourinarios crónicos: Nivel 4,Floor 4:,
662,1,91103.0,Fibrosis quística: Nivel 3,Cystic Fibrosis: level 3,
358,1,61151.0,Insuficiencia cardiaca y demencia: Nivel 1,Heart failure,
281,1,70506.0,Enfermedad cerebrovascular -Dos o más enfermedades crónicas dominantes: Nivel 6,The condition of having two or more diseases at the same time.,
1065,1,91003.0,Distrofia muscular progresiva o atrofia espinal muscular: Nivel 3,progressive muscular dystrophy,
44,1,70702.0,Diabetes - Enfermedad cerebrovascular - Hipertensión: Nivel 2,- cerebrovascular disease,
22,1,53141.0,Trastornos pancreáticos y hepáticos crónicos - Moderado: Nivel 1,,
426,1,86483.0,Neoplasia de páncreas: Nivel 3,NEOPL PANCREATIC,
471,1,56062.0,Anemia de células falciformes: Nivel 2,Sickle cell anaemia,
207,1,54783.0,Anomalías de riñón o tracto urinario: Nivel 3,kidney or liver problems,
714,1,51343.0,Otros diagnósticos pulmonares crónicos mayores: Nivel 3,Other major chronic Pulmonary Diagnostics: level 3,
158,1,70221.0,Diabetes - EPOC- Otra enfermedad crónica dominante: Nivel 1,Diabetes - COPD - Another chronic dominant disease: Level 1,
160,1,90502.0,Dependencia de ventilación mecánica: Nivel 2,Mechanical ventilation,
73,1,86552.0,Leucemia linfática aguda: Nivel 2,ACUTE LYMPHOCYTIC LEUKEMIA,
485,1,62602.0,Enfermedad dominante crónica y una o más enfermedades moderadas crónicas: Nivel 2,Containing one or more NUMBERS and one or more LETTERS,
277,1,62201.0,Otra enfermedad dominante crónica y neoplasia de próstata: Nivel 1,,
372,1,61505.0,Enfermedad coronaria avanzada y otra enfermedad dominante crónica: Nivel 5,,
515,1,90704.0,"Cuadriplejia, diplejia o hemiplejia congénita: Nivel 4",,
916,1,51881.0,Historia de by-pass coronario: Nivel 1,Bypass frequency.,
558,1,57511.0,Diagnósticos de salud mental crónicos - Moderado: Nivel 1,There are no current mental health diagnoses.,
328,1,62403.0,Otra enfermedad dominante crónica y asma: Nivel 3,"* In the lung, worsening of chronic bronchitis and asthma.",
403,1,51824.0,Historia de Infarto Agudo de Miocardio: Nivel 4,ACUTE MYOCARDIAL INFARCTION,
557,1,51903.0,Estado de dispositivo cardiaco: Nivel 3,LEVEL 3,
17,1,61801.0,"Historia de fractura de cadera, edad > 64 y otra enfermedad dominante crónica: Nivel 1",,
41,1,62933.0,"Otra enfermedad dominante crónica y otra enfermedad crónica, Nivel 2: Nivel 3","Another dominant chronic illness and other chronic disease, level 2: level 3",
610,1,61433.0,Diabetes y otra enfermedad moderada crónica: Nivel 3,Diabetes and other chronic moderate disease: Level 3,
646,1,57494.0,Depresión y otras psicosis: Nivel 4,Depression and other psychoses: Level 4,
116,1,10090.0,Diagnósticos catastróficos sin otra enfermedad significativa,Catastrophic diagnoses without another significant disease,
176,1,62006.0,Otra enfermedad dominante crónica y enfermedad psiquiátrica (excepto esquizofrenia): Nivel 6,Other chronic dominant disease and psychiatric illness (except schizophrenia): Level 6,
1016,1,53524.0,Artropatía por cristales: Nivel 4,Crystal arthropathy: Level 4,
463,1,54414.0,Obesidad: Nivel 4,Obesity: Level 4,
853,1,10100.0,Diagnósticos de neoplasia sin otra enfermedad significativa,Diagnoses of neoplasia without other significant disease,
438,1,54411.0,Obesidad: Nivel 1,Obesity: Level 1,
447,1,61406.0,Diabetes y enfermedad coronaria avanzada: Nivel 6,Diabetes and advanced coronary disease: Level 6,
855,1,62901.0,"Enfermedad psiquiátrica (excepto esquizofrenia) y otra enfermedad crónica, Nivel 2: Nivel 1","Psychiatric illness (except schizophrenia) and other chronic illness, Level 2: Level 1",
676,1,70416.0,Enfermedad coronaria avanzada - Dos o más enfermedades crónicas dominantes: Nivel 6,Advanced coronary disease - Two or more dominant chronic diseases: Level 6,
540,1,61112.0,Insuficiencia cardiaca y diabetes: Nivel 2,Heart failure and diabetes: Level 2,
271,1,70146.0,Insuficiencia cardiaca - Enfermedad vascular periférica - Otra enfermedad crónica dominante: Nivel 6,Heart failure - Peripheral vascular disease - Another chronic dominant disease: Level 6,
639,1,90103.0,Diálisis con diabetes: Nivel 3,Dialysis with diabetes: Level 3,
819,1,50023.0,Diagnósticos extrapiramidales: Nivel 3,Extrapyramidal diagnoses: Level 3,
420,1,55854.0,Trastorno generalizado del desarrollo (autismo): Nivel 4,Generalized developmental disorder (autism): Level 4,
696,1,70204.0,Diabetes - Enfermedad coronaria avanzada - Otra enfermedad crónica dominante: Nivel 4,Diabetes - Advanced coronary disease - Another chronic dominant disease: Level 4,
173,1,70704.0,Diabetes - Enfermedad cerebrovascular - Hipertensión: Nivel 4,Diabetes - Cerebrovascular disease - Hypertension: Level 4,
170,1,62013.0,Enfermedad psiquiátrica (excepto esquizofrenia) y otra enfermedad moderada crónica: Nivel 3,Psychiatric illness (except schizophrenia) and other chronic moderate illness: Level 3,
793,1,62401.0,Otra enfermedad dominante crónica y asma: Nivel 1,"* In the lung, worsening of chronic bronchitis and asthma.",
810,1,61615.0,Demencia y otra enfermedad moderada crónica: Nivel 5,,
171,1,51894.0,Historia de ACTP: Nivel 4,Floor 4:,
957,1,86463.0,Neoplasias de cerebro y SNC: Nivel 3,Brain and CNS Neoplasms: level 3,
799,1,61114.0,Insuficiencia cardiaca y diabetes: Nivel 4,Heart failure,
516,1,61103.0,EPOC e Insuficiencia cardiaca: Nivel 3,Heart failure,
95,1,70501.0,Enfermedad cerebrovascular -Dos o más enfermedades crónicas dominantes: Nivel 1,The condition of having two or more diseases at the same time.,
742,1,51774.0,Anomalías cardiacas septales mayores y cianóticas complejas: Nivel 4,,
559,1,61623.0,"Demencia y otra enfermedad crónica, Nivel 2: Nivel 3",Level 2 /// Level 3,
615,1,52701.0,Diagnósticos gastrointestinales crónicos - moderado: Nivel 1,,
240,1,70601.0,Tres o más enfermedades crónicas dominantes: Nivel 1,more chronic conditions.,
178,1,57842.0,Abuso crónico de alcohol: Nivel 2,(Alcohol dependence syndrome [including alcoholism]) or (alcohol problem drinking) (disorder),
749,1,51791.0,Insuficiencia cardiaca: Nivel 1,Heart failure,
722,1,53541.0,Osteoporosis: Nivel 1,Osteoporosis: Level 1,
911,1,61303.0,Enfermedad cerebrovascular y diabetes,Cerebrovascular disease and diabetes,
500,1,86503.0,Neoplasia de ovario: Nivel 3,NEOPL OVARIAN,
897,1,56582.0,Otras neoplasias: Nivel 2,Other Neoplasms: level 2,
473,1,57061.0,Infecciones crónicas excepto tuberculosis: Nivel 1,Chronic except tuberculosis infections: level 1,
1028,1,61436.0,Diabetes y otra enfermedad moderada crónica: Nivel 6,Diabetes and other chronic moderate disease: Level 6,
48,1,35252.0,Otros diagnósticos ginecológicos crónicos: Nivel 2,Other chronic gynecological diagnoses: level 2,
743,1,90104.0,Diálisis con diabetes: Nivel 4,Floor 4:,
512,1,90401.0,Nutrición parenteral total: Nivel 1,Total parenteral nutrition:,
659,1,51902.0,Estado de dispositivo cardiaco: Nivel 2,Level 2:,
1067,1,35101.0,Hiperplasia benigna de próstata: Nivel 1,Benign prostatic hyperplasia: level 1,
469,1,53491.0,"Deformidades de pélvis, cadera y fémur: Nivel 1","Deformity of pelvis, hip and femur: level 1",
107,1,86482.0,Neoplasia de páncreas: Nivel 2,NEOPL PANCREATIC,
411,1,51912.0,Arterioesclerosis coronaria: Nivel 2,ARTERIOSCLEROSIS CORONARY ARTERY,
191,1,53483.0,Anomalía o curvatura de columna: Nivel 3,"in the table, the column ‘Level 3’ is amended as follows:",
265,1,90803.0,Cuadriplejia adquirida o estado vegetativo permanente: Nivel 3,Permanent Vegetative State,
99,1,61446.0,Diabetes e hipertensión: Nivel 6,Level 6:,
768,1,61523.0,"Enfermedad coronaria avanzada y otra enfermedad crónica, Nivel 2: Nivel 3",Level 2 /// Level 3,
1084,1,50754.0,"Ceguera, pérdida de visión y diagnósticos oculares crónicos -Mayor/moderado: Nivel 4",Eye Vision loss and blindness.,
80,1,55841.0,Retraso mental severo / profundo: Nivel 1,Severe/profound retardation,
309,1,31421.0,Otros diagnósticos pulmonares crónicos: Nivel 1,Other chronic Pulmonary Diagnostics: level 1,
356,1,51322.0,Anomalías respiratorias mayores: Nivel 2,Respiratory abnormalities NOS,
908,1,58202.0,Quemaduras - Extrema: Nivel 2,Level 2:,
562,1,36132.0,Enfermedades hematológicas crónicas - menor: Nivel 2,Chronic hematologic diseases - less: level 2,
738,1,57844.0,Abuso crónico de alcohol: Nivel 4,Chronic alcohol abuse: level 4,
869,1,57484.0,"Trastornos de la conducta, del control de los impulsos y del comportamiento : Nivel 4","Conduct, of the control of impulses and behavior disorders: level 4",
892,1,57483.0,"Trastornos de la conducta, del control de los impulsos y del comportamiento: Nivel 3","Disorders, Impulse Control",
1051,1,61224.0,EPOC y otra enfermedad dominante crónica: Nivel 4,,
291,1,57444.0,Trastornos de la alimentación: Nivel 4,Eating disorders: level 4,
593,1,61423.0,Diabetes y asma: Nivel 3,LEVEL 3,
535,1,70134.0,Insuficiencia cardiaca - EPOC - Otra enfermedad crónica dominante: Nivel 4,Diabetes or other chronic disease,
698,1,61522.0,"Enfermedad coronaria avanzada y otra enfermedad crónica, Nivel 2: Nivel 2","Advanced coronary artery disease and other chronic disease, level 2: level 2",
765,1,31002.0,Pérdida de audición crónica: Nivel 2,Deafness,
822,1,86614.0,Neoplasia de proteinas plasmáticas: Nivel 4,Plasma proteins low,
902,1,90802.0,Cuadriplejia adquirida o estado vegetativo permanente: Nivel 2,Permanent vegetative state or acquired quadriplegia: level 2,
157,1,61416.0,Diabetes y otra enfermedad dominante crónica: Nivel 6,,
681,1,57824.0,Abuso de cocaina: Nivel 4,Cocaine abuse: level 4,
747,1,61216.0,EPOC y enfermedad coronaria avanzada: Nivel 6,Heart failure and coronary artery disease,
839,1,61434.0,Diabetes y otra enfermedad moderada crónica: Nivel 4,Diabetes and other chronic moderate disease: Level 4,
968,1,70201.0,Diabetes - Enfermedad coronaria avanzada - Otra enfermedad crónica dominante: Nivel 1,,
552,1,50103.0,Hidrocefalia y otras anomalías cerebrales: Nivel 3,Brain anomaly NEC,
1020,1,70103.0,Insuficiencia cardiaca - Diabetes - EPOC: Nivel 3,Heart failure,
1062,1,52704.0,Diagnósticos gastrointestinales crónicos - moderado: Nivel 4,,
618,1,61314.0,Enfermedad cerebrovascular y otra enfermedad dominante crónica,Cerebrovascular disease and other chronic disorder,
801,1,53442.0,"Historia de fractura de cadera, edad > 64 años: Nivel 2",Family history of hip fracture.,
845,1,90101.0,Diálisis con diabetes: Nivel 1,Dialysis with diabetes: level 1,
511,1,52692.0,Anomalías gastrointestinales: Nivel 2,Gastrointestinal anomalies: level 2,
42,1,51821.0,Historia de Infarto Agudo de Miocardio: Nivel 1,ACUTE MYOCARDIAL INFARCTION,
16,1,70154.0,Insuficiencia cardiaca - Enfermedad cerebrovascular - Otra enfermedad crónica dominante: Nivel 4,Heart failure - disease stroke - another dominant chronic disease: level 4,
36,1,62903.0,"Enfermedad psiquiátrica (excepto esquizofrenia) y otra enfermedad crónica, Nivel 2: Nivel 3",Level 2 /// Level 3,
205,1,70151.0,Insuficiencia cardiaca - Enfermedad cerebrovascular - Otra enfermedad crónica dominante: Nivel 1,"- if you have heart failure, established heart disease and / or cerebrovascular disease, e. g. if you have",
1039,1,62812.0,"Neoplasia de próstata y otra enfermedad crónica, Nivel 2: Nivel 2","Neoplasm of prostate and other chronic disease, level 2: level 2",
565,1,50064.0,Enfermedad de Alzheimer y otras demencias: Nivel 4,Alzheimer's disease and other dementias: level 4,
962,1,57492.0,Depresión y otras psicosis: Nivel 2,Depression and other psychoses: level 2,
453,1,90503.0,Dependencia de ventilación mecánica: Nivel 3,Dependence on mechanical ventilation: level 3,
808,1,53484.0,Anomalía o curvatura de columna: Nivel 4,"Increased head size, bowing of a limb, or curvature of the spine",
203,1,70314.0,EPOC - Dos o más enfermedades crónicas dominantes: Nivel 4,more chronic conditions.,
624,1,61814.0,"Historia de fractura de cadera, edad > 64 y otra enfermedad moderada crónica: Nivel 4",,
97,1,62421.0,Asma e hipertensión: Nivel 1,Asthma and hypertension: level 1,
337,1,54422.0,"Diagnósticos endocrinos, nutricionales, hidroelectrolíticos e inmunes crónicos - Moderado: Nivel 2",,
504,1,61451.0,"Diabetes y otra enfermedad crónica, Nivel 2: Nivel 1",Diabetes or other chronic disease,
566,1,90601.0,Historia de trasplante orgánico mayor: Nivel 1,Recalls events from a story presented orally-Level 1.,
545,1,90603.0,Historia de trasplante orgánico mayor: Nivel 3,History of greater organic transplant: level 3,
992,1,62414.0,Asma y otra enfermedad moderada crónica: Nivel 4,Asthma and other chronic moderate disease: level 4,
245,1,70602.0,Tres o más enfermedades crónicas dominantes: Nivel 2,more chronic conditions.,
688,1,57073.0,Tuberculosis secundaria: Nivel 3,Secondary tuberculosis: level 3,
775,1,20600.0,Procedimiento agudo significativo,,
339,1,62211.0,Neoplasia de próstata y otra enfermedad moderada crónica: Nivel 1,,
430,1,51862.0,Fibrilación auricular: Nivel 2,Atrial fibrillation: level 2,
66,1,37542.0,Déficit de atención / Hiperactividad: Nivel 2,Attention deficit/ hyperactivity disorder;,
386,1,30792.0,Cataratas: Nivel 2,Cataracts: Level 2,
448,1,61101.0,EPOC e Insuficiencia cardiaca: Nivel 1,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  09 HOURS 30 MINUTES 47 SECONDSVISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE,
484,1,55892.0,Retraso en el desarrollo NOS/NEC/Mixto: Nivel 2,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  09 HOURS 30 MINUTES 47 SECONDSVISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE,
457,1,61233.0,EPOC y otra enfermedad moderada crónica,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  09 HOURS 27 MINUTES 15 SECONDSVISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE,
