cod_prinactivo,Frequency.1,codes,spanish description,english description,comment
1753,1,201025A,ACIDO BORICO + PROPILENGLICOL,,
1499,1,7160A,MIGLITOL,,
2222,1,8046A,HISTRELINA,,
757,1,201319A,METFORMINA + DAPAGLIFLOZINA,,
858,1,228A,ACETICO ACIDO *,,
2069,1,8535A,TAFAMIDIS,,
194,1,1485A,ETOSUXIMIDA,,
1600,1,8399A,LISDEXANFETAMINA,,
1129,1,300264A,"FORMULAS ESPECIALES EXENTAS DE METIONINA (AA+HC O LIPIDOS, O AMBOS)",,
2004,1,954A,ETANOL*,,
77,1,1043A,BALSAMO PERU,,
582,1,200885A,DEXTROMETORFANO + FENILEFRINA,,
2104,1,90689A,MALATION,,
750,1,201307A,UREA+BETAMETASONA DIPROPIONATO+AC. SALICILICO,,
775,1,201348A,NISTATINA + LIDOCAINA,,
980,1,2720A,DIACEREINA,,
413,1,200356A,PARACETAMOL + CODEINA + CAFEINA,,
261,1,1790A,ISONIXINO,,
746,1,201297A,PASSIFLORA + VALERIANA + AMAPOLA,,
1674,1,99A,ALPRAZOLAM,,
1775,1,8353A,ELTROMBOPAG,,
1309,1,3203A,VERAPAMILO,,
1541,1,7431A,TELITROMICINA,,
1158,1,300380A,BOLSAS UROST SIST DOBLE PLACA,,
1895,1,8218A,NILOTINIB,,
1323,1,327A,CLORTALIDONA,,
698,1,201202A,CORTISONA ACETATO + CLORANFENICOL + ETACRIDINA LACTATO + OXIDO DE ZINC,,
1443,1,57A,TIAMINA*,,
1378,1,3897A,PREGABALINA,,
1030,1,2843A,MIDODRINA,,
1467,1,63SO,CITRATO SODICO*,,
1934,1,140A,COBRE,,
1284,1,302A,ALIMEMAZINA,,
1761,1,300778A,APOSITO DE ESPUMA POLIURETANO EXTRAFINO CON BORDE,,
279,1,1864A,LORAZEPAM,,
1773,1,200843A,DULCAMARA + ANEMONA PULSATILLA + AZUFRE,,
1217,1,300712A,COMPLEMENTOS DE DIETAS HIPOCALORICAS,,
408,1,200346A,PANCREATINA,,
1566,1,813A,ADRENALINA,,
618,1,200967A,MEDROXIPROGESTERONA + TETRIZOLINA + CLORANFENICOL,,
2217,1,3158A,TRANILCIPROMINA,,
1324,1,328A,FENILEFRINA,,
526,1,200783A,VALSARTAN + AMLODIPINO,,
2013,1,100448A,ACEITE DE ARGAN,,
1663,1,963A,PREDNICARBATO,,
594,1,200918A,CLORFENAMINA + PARACETAMOL + PSEUDOEFEDRINA,,
989,1,2737A,ZAFIRLUKAST,,
1017,1,279A,AGUA OXIGENADA *,,
1308,1,3198A,VASELINA*,,
100,1,111A,METAMIZOL,,
1930,1,300835A,APOSITO POLIACRILATO CON SOLUCION RINGER,,
33,1,1002A,PAROMOMICINA,,
387,1,200279A,LEVONORGESTREL +  ETINILESTRADIOL,,
1860,1,2678A,PLANTAGO LANCEOLATA,,
1310,1,3212A,VINCAMINA,,
1537,1,7421A,DULOXETINA,,
1442,1,56A,CIANOCOBALAMINA,,
275,1,1848A,LINCOMICINA,,
878,1,2348A,INTERFERON ALFA,,
1795,1,76A,BUSULFANO,,
1163,1,300410A,GASA ESTERIL ALGODON HIDROFILO TIRA,,
251,1,1733A,TROXERUTINA,,
2056,1,14A,CAFEINA,,
716,1,201250A,LUTEINA + ZEAXANTINA + VITAMINAS + MINERALES,,
412,1,200355A,PARACETAMOL + CODEINA + ASCORBICO ACIDO,,
898,1,2406A,NICOTINA,,
1798,1,3532A,THOMIL,,
968,1,2667A,NADROPARINA,,
9,1,100251A,ARANDANO (VACCINIUM MYRTILLUS),,
1714,1,2748A,ESTAVUDINA,,
1283,1,3027A,CLOTIAZEPAM,,
2180,1,200015A,ACIDO CROMOGLICICO + ISOPRENALINA,,
1517,1,730A,DIAZEPAM,,
593,1,200916A,AMILMETACRESOL + ACIDO ASCORBICO + DECLOROBENCILICO,,
786,1,201A,ACICLOVIR,,
1618,1,8601A,PERAMPANEL,,
1456,1,618A,CLOBETASOL,,
454,1,200583A,BETAMETASONA + DEXCLORFEMIRAMINA,,
879,1,234A,TETRIDAMINA,,
1005,1,2780A,DONEPEZILO,,
2002,1,300853A,ABSORBENTE INC ORINA NOCHE ELAST ANAT,,
1612,1,8565A,NEPAFENACO,,
1957,1,2629A,DELAPRIL,,
1875,1,1832A,LESPEDEZA CAPITATA EXTO,,
336,1,200115A,CLORTALIDONA + ESPIRONOLACTONA,,
1785,1,300690A,FORMULA DE AMINOACIDOS ESENCIALES,,
543,1,200808A,PARACETAMOL + FENILEFRINA + CLORFENAMINA,,
2152,1,2350MG,ESPAGLUMATO MAGNESICO,,
1387,1,406A,CICLOSPORINA,,
893,1,2395A,LEVOBUNOLOL,,
295,1,1942A,METILCELULOSA*,,
857,1,2279A,NEDOCROMILO,,
1188,1,300573A,BOLSAS ILEOST SIST DOBLE PLACA ACOPLAM ADH,,
1141,1,300348A,MODULOS HIDROCARBONADOS,,
104,1,1131A,BUPROPION,,
743,1,201291A,VILANTEROL + FLUTICASONA,,
1428,1,520A,TROPICAMIDA,,
296,1,1943A,METILDOPA,,
475,1,200631A,PERINDOPRIL + INDAPAMIDA,,
678,1,201163A,UREA + ADEPS LANAE + ACIDO LACTICO + ACIDO SALICILICO + MENTOL,,
663,1,201131A,SALMONELLA TYPHI INACTIVADOS + SALMONELLA TYPHI VIVOS,,
179,1,1391A,FLURBIPROFENO,,
779,1,201362A,KETOCONAZOL + AC. TRIAMCINOLONA + ERITROMICINA + LIDOCAINA,,
2078,1,8283A,ROMIPLOSTIM,,
1355,1,372A,AMIKACINA,,
457,1,200595A,CLOROCARVACROL + MENTOL + ICTAMOL,,
1325,1,3291A,LACTOBACILLUS ACIDOPHILUS,,
607,1,200948A,CALENDULA EXTO + AGUA HAMAMELIS + ACIDO BORICO + TETRABORATO DE SODIO,,
111,1,1155A,SEVELAMERO,,
675,1,201159A,UREA + LANOLINA + AC SALICILICO + ALANTOINA + ACETONIDO TRIAMCINOLONA,,
72,1,1006A,AMPICILINA,,
1246,1,300771A,APOSITO DE ESPUMA POLIURETANO CON PLATA,,
1096,1,300127A,BOLSAS RESINA SINTETICA MICROPORO Y FILTRO,,
1507,1,7245A,TOPIRAMATO,,
2003,1,200898A,DEXTROMETORFAN + BENZOCAINA + BENZOATO + GUAYACOL,,
2269,1,300708A,HARINAS NO LACTEADAS,,
1107,1,300202A,CAMARA INHALACION,,
1523,1,7354A,CICLESONIDA,,
31,1,100297A,GEL HIDRATANTE VAGINAL,,
682,1,201171A,ISOFLAVONAS DE SOJA + ACLCIO + VIT D + VIT B,,
200,1,1543A,FENTANILO,,
325,1,200084A,CALCIO LACTATO  +  COLECALCIFEROL,,
469,1,200615A,INSULINA LISPRO ACCION INTERMEDIA,,
1961,1,3268YG,BCG ATENUADO,,
2162,1,708A,DAPSONA,,
95,1,1103A,IMIQUIMOD,,
946,1,2587A,LACIDIPINO,,
2058,1,1308A,SOMATROPINA,,
1519,1,7320A,INSULINA LISPRO ACCION RAPIDA,,
1555,1,803A,BENZOILO PEROXIDO,,
605,1,200940A,METFORMINA + PIOGLITAZONA,,
1984,1,201372A,COBICISTAT + ATAZANAVIR,,
2241,1,200110A,CLORAZEPATO + G-AMINO-B-HIDROXIBUTIRICO ACIDO + PIRIDOXINA,,
1654,1,912A,PROPAFENONA,,
1967,1,9057A,RIOCIGUAT,,
67,1,100436A,ABSORBENTE INC ORINA LIGERA MASCULINO,,
135,1,1218A,DESLORATADINA,,
715,1,201249A,LINAGLIPTINA + METFORMINA,,
1385,1,403A,MELFALAN,,
1401,1,46A,GUAIFENESINA,,
1149,1,300360A,SIST IRRIG COLOST,,
1432,1,547A,CALCIFEDIOL,,
886,1,2364DH,CETIRIZINA DICLORHIDRATO,,
920,1,2485A,NAFTIFINA,,
464,1,200608A,SALMETEROL + FLUTICASONA (50/100),,
297,1,1944A,METILERGOMETRINA,,
1504,1,722A,DEXAMETASONA,,
518,1,200748A,CALCIO CARBONATO + CALCIO GLUCOHEPTONATO + COLECALCIFEROL,,
27,1,100286A,COMPLEMENTO ALIMENTICIO PIEL Y FANERAS,,
821,1,2151A,PIRANTEL,,
123,1,1178A,ETONOGESTREL,,
1060,1,2974A,ATOMOXETINA,,
1286,1,3076A,SULPIRIDA,,
240,1,167A,INDOMETACINA,,
1446,1,588A,CARBIMIDA,,
2134,1,200323A,NEOMICINA + BACITRICINA  + ZINC OXIDO,,
1731,1,8160A,BENZNIDAZOL,,
827,1,2167A,PIZOTIFENO,,
227,1,1637A,ISONIAZIDA,,
1195,1,300630A,SONDA VESICAL BAJA FRICCIÓN MUJER CON BOLSA DE RECOGIDA DE ORINA,,
1028,1,2835A,TRAVOPROST,,
1225,1,300724A,ABSORBENTE INC ORINA NOC ELAST ANAT,,
168,1,136A,SALICILICO ACIDO,,
1552,1,8017B,ANANAS COMOSUS (L.) MERR.,,
1711,1,7123A,ILOPROST,,
1546,1,770A,DIGOXINA,,
2133,1,200322A,NEOMICINA + BACITRACINA + ZINC OXIDO,,
714,1,201247A,PSEUDOEFEDRINA + DEXBROMFENIRAMINA,,
66,1,100434A,OTROS PRODUCTOS HIGIENE,,
149,1,125ÑD,SODIO FOSFATO MONOBASICO DIHIDRO,,
1997,1,200912A,OTROS PRODUCTOS TERAPEUTICOS ANTIHEPATICOS,,
181,1,1395A,DOXICICLINA,,
372,1,200245A,HIDROCORTISONA +  TIROTRICINA + ISOPROPILBENZATROPINA,,
1367,1,3845A,DIMEMORFANO,,
1802,1,501279LR,ALERGENOS DIATER,,
911,1,2453A,BRIVUDINA,,
2062,1,1814A,PROTEINAS PLASMATICAS,,
40,1,100332A,AMPOLLAS ANTICAIDA,,
962,1,2652A,COMPLEJO OSEINA-HIDROXIAPATITA,,
224,1,1628A,GAMMAGLOBULINA ANTI-RH,,
939,1,2570A,OXCARBAZEPINA,,
460,1,200603A,CARBAMOIL GLUTAMICO ACIDO + INOSITOL + METIONINA + NITROFURAL + TRIPSINA + QUIMOTRIPSINA + RIBONUCLEICO ACIDO,,
620,1,200970A,METFORMINA + SITAGLIPTINA,,
1353,1,370A,AMANTADINA,,
953,1,2598A,LANSOPRAZOL,,
1298,1,316A,HIDROXICARBAMIDA,,
305,1,1982A,MORFINA,,
588,1,200900A,EUCALIPTO + TIMOL + TREMENTINA + MENTOL + ALCANFOR,,
2122,1,2278A,ROMERO,,
1238,1,300760A,APOSITO DE CARBON CON PLATA,,
1406,1,489A,BETAHISTINA,,
1480,1,696A,CLEBOPRIDA,,
1585,1,8303A,PRASUGREL,,
668,1,201149A,HIDROCORTISONA + KETOCONAZOL,,
1990,1,501312LR,ALERGENOS ALLERGOPHARMA,,
1492,1,7057A,CILAZAPRIL,,
485,1,200653A,BALSAMO PERU + BENZOCAINA + BISMUTO NITRATO + ESTRONA + ERGOCALCIFEROL + RETINOL,,
391,1,200291A,MAGNESIO HIDROXIDO + ALUMINIO HIDROXIDO,,
704,1,201220A,CASCARA SAGRADA + FRANGULA  EXTO SECO,,
1896,1,8360A,GOLIMUMAB,,
2054,1,166A,FENILBUTAZONA,,
1851,1,8349A,ABIRATERONA,,
2136,1,200435A,SOLUCION PLURISALINA,,
756,1,201315A,PARACETAMOL + ACETILCISTEINA,,
653,1,201119A,DEXTROMETORFANO + DIFENHIDRAMINA,,
322,1,200076A,BUCLIZINA + ASOCIACION,,
831,1,2185A,SILIMARINA,,
1965,1,200919A,GUAIFENESINA + PSEUDOEFEDRINA,,
1809,1,2699A,ANAKINRA,,
351,1,200169A,DOXILAMINA + PIRIDOXINA,,
1013,1,2793A,LORNOXICAM,,
166,1,1359A,METFORMINA,,
451,1,200577A,HIDROCORTISONA + MICONAZOL,,
1918,1,344A,SACARATO CALCIO TETRAHIDRATO,,
1278,1,300855A,FORMULAS ESPECIALES EXENTAS DE FENILALANINA SOLO AA,,
2208,1,300098A,BOLSAS KARAYA ADHESIVO MICROPORO Y FILTRO  30  MM,,
1889,1,200819A,PSEUDOEFEDRINA + IBUPROFENO,,
522,1,200754A,BIMATOPROST + TIMOLOL,,
313,1,200024A,ALTIZIDA + ESPIRONOLACTONA,,
2160,1,329A,ISOPRENALINA,,
1958,1,68A,BLEOMICINA,,
1076,1,300013A,APOSITOS B OSTOM ARO RES SINT C-ESP,,
153,1,1283A,CLONIXINATO DE LISINA,,
1683,1,2902A,ENFUVIRTIDA,,
150,1,1266A,CISTINA,,
1890,1,200491A,DIFENHIDRAMINA EN ASOCIACION,,
205,1,1556A,FLAVOXATO,,
2051,1,200824A,PARACETAMOL + CAFEINA,,
1909,1,200509A,RUSCOGENINA EN ASOCIACION,,
484,1,200647A,BETAMETASONA + CLIOQUINOL + GENTAMICINA + TOLNAFTATO,,
655,1,201121A,DUTASTERIDE + TAMSULOSINA,,
2079,1,2718A,ECHINACEA PURPUREA JUGO,,
381,1,200271A,ISONIAZIDA + PIRIDOXINA,,
662,1,201130A,OXICODONA + NALOXONA,,
631,1,201047A,TIMOLOL + BRINZOLAMIDA,,
1033,1,2858A,ESCITALOPRAM,,
778,1,201359A,HIDROXIZINA CLORHIDRATO + CIMETIDINA,,
2249,1,200537A,EMULSION LIPIDICA + AMINOACIDOS + HIDRATOS CARBONO,,
185,1,142A,COLCHICINA,,
337,1,200119A,CLOSTRIDIOPEPTIDASA + PROTEOLITICAS ENZIMAS,,
1554,1,8032A,ROTIGOTINA,,
1311,1,3214A,VIOLETA DE GENCIANA,,
1474,1,675A,CLORTETRACICLINA,,
1476,1,679A,CLOTRIMAZOL,,
1799,1,3567A,"ALUMINIO HIDROXIDO-MAGNESIO CARBONATO,COPRECIPITADO",,
1221,1,300718A,LANCETAS,,
162,1,1334A,FENITOINA,,
1449,1,599A,CINARIZINA,,
1565,1,8111A,DAPOXETINA,,
1738,1,8061A,CELULOSA,,
79,1,1051A,PERINDOPRIL,,
1280,1,300861A,CAMARA INHALACION + MASCARILLA INFANTIL,,
1103,1,300198A,BRAGUERO INGUINAL BILATERAL,,
2038,1,183A,LACTICO ACIDO*,,
717,1,201251A,LUTEINA + ZEAXANTINA + ACIDOS OMEGA 3 + VITAMINAS + MINERALES,,
376,1,200256A,HIERRO GLUCEPTATO + FOLICO ACIDO,,
1004,1,2775A,FIBRA VEGETAL,,
364,1,200222A,FLUOROMETOLONA + UREA,,
917,1,2475A,IOVERSOL,,
1564,1,8106A,VILDAGLIPTINA,,
338,1,200120A,COLCHICINA + DICICLOVERINA,,
634,1,201067A,SOLUCION SALINA IRRIGACION,,
1526,1,7380A,FLUVASTATINA,,
1970,1,100337A,GEL ANTIESCOZOR,,
1392,1,431A,MITOMICINA,,
26,1,100285A,CREMA ANTIARRUGAS,,
604,1,200937A,HIDROXOCOBALAMINA + PIRIDOXINA + TIAMINA,,
1567,1,814A,BUPRENORFINA,,
1329,1,3346A,CALAGUALA,,
1939,1,1493MD,NICOTINATO METILO,,
1993,1,100353A,POTITO INFANTIL,,
398,1,200317A,NEOMICINA +  HIDROCORTISONA,,
113,1,1162A,IMIDAPRIL,,
1685,1,2424A,EPOPROSTENOL,,
2169,1,100338A,ANIS + HINOJO + MELISA,,
214,1,1583A,GONADOTROFINA CORIONICA (HCG),,
2278,1,779A,DIHIDROERGOTAMINA,,
2266,1,300009A,ALGODON RAMA MEZCLA,,
283,1,1889A,MEFENAMICO ACIDO,,
494,1,200675A,INSULINA ASPARTA ACCION INTERMEDIA,,
2057,1,200888A,ARENARIA RUBRA + CYNODON DACTYLON + SIDERITIS ANGUSTIFOLIA + BOLDO HOJA + CHUMBERA + ROSMARINUS OFFICINALIS + EQUISETUM ARVENSE + MELISSA OFFICINALIS,,
956,1,2624A,FINASTERIDA,,
326,1,200085A,CALCIO PIDOLATO + COLECALCIFEROL,,
312,1,200016A,ACIDO SALICILICO + ASOCIACION,,
131,1,1212XM,CAPSICUM OLEORRESINA,,
621,1,200971A,ACETATO CALCICO + CARBONATO MAGNESICO,,
1778,1,665A,ZIDOVUDINA,,
262,1,1794A,ISOSORBIDA,,
1242,1,300765A,APOSITO DE ESPUMA POLIURETANO CON BORDE,,
889,1,2376A,TRIPTORELINA,,
315,1,200040A,ASOCIACIONES ALUMINIO + MAGNESIO + CALCIO,,
