cie9p,Frequency.3,codes,spanish description,english description,comment
54.19          ,2635,1135,OTRA LAPAROTOMIA,,
93.23          ,2613,1917,COLOCACION DE ORTESIS,,
80.86          ,2611,26,EXC. LOCAL O DESTRUC. DE LESION ART. DE RODILLA,,
78.28          ,2593,1587,PROCEDIMIENTO DE ACORTAMIENTO DE TARSIANOS Y METATARSIANOS,,
93.56          ,2554,Unknown,Unknown,,
20.01          ,2542,1256,MIRINGOTOMIA CON INSERCCION DE TUBO,,
92.28          ,2539,1003,INYECCION O INFILTRACION DE RADIONUCLEIDOS,,
027034Z        ,2529,Unknown,Unknown,,
37.78          ,2528,Unknown,Unknown,,
14.49          ,2526,Unknown,Unknown,,
21.32          ,2515,201,EXCISION LOCAL O EXTIRPACION DE OTRA LESION DE NARIZ,,
61.2           ,2482,997,ESCISION DE HIDROCELE (DE TUNICA VAGINAL),,
4A023N7        ,2476,Unknown,Unknown,,
14.54          ,2470,1206,REPARACION DESPRENDIMIENTO RETINAL CON FOTOCOAGULACION LASER,,
65.49          ,2465,968,OTRA SALPINGOOFORECTOMIA UNILATERAL,,
93.12          ,2448,Unknown,Unknown,,
45.79          ,2447,Unknown,Unknown,,
37.82          ,2441,Unknown,Unknown,,
88.95          ,2439,Unknown,Unknown,,
27.49          ,2416,181,OTRA EXCISION DE BOCA,,
99.84          ,2411,1674,AISLAMIENTO,,
85.94          ,2398,998,EXTRACCION DE IMPLANTE DE MAMA,,
36.12          ,2382,Unknown,Unknown,,
53.59          ,2358,159,REPARACION DE OTRA HERNIA DE LA PARED ABDOMINAL ANTERIOR,,
77.56          ,2343,244,REPARACION DE DEDO DEL PIE EN MARTILLO,,
39.98          ,2338,Unknown,Unknown,,
46.20          ,2319,Unknown,Unknown,,
21.5           ,2309,1077,RESECCION SUBMUCOSA DEL TABIQUE NASAL,,
00.93          ,2304,Unknown,Unknown,,
81.02          ,2299,603,"OTRA FUSION CERVICAL DE LA COLUMNA ANTERIOR, TECNICA ANTERIOR",,
94.27          ,2296,Unknown,Unknown,,
31.43          ,2292,215,BIOPSIA CERRADA DE LARINGE [ENDOSCOPICA],,
97.65          ,2287,Unknown,Unknown,,
53.51          ,2279,994,REPARACION DE HERNIA INCISIONAL (EVENTRACION),,
97.41          ,2270,Unknown,Unknown,,
89.26          ,2270,360,EXAMEN GINECOLOGICO,,
58.5           ,2265,97,LIBERACION DE ESTENOSIS URETRAL,,
94.52          ,2245,Unknown,Unknown,,
10D17ZZ        ,2243,Unknown,Unknown,,
63.1           ,2229,5,EXCISION DE VARICOCELE E HIDROCELE DE CORDON ESPERMATICO,,
77.79          ,2216,93,ESCISION PARA HUESO DE OTRO HUESO NCOC,,
39.79          ,2216,383,OTROS PROCEDIMIENTOS ENDOVASCULARES SOBRE OTROS VASOS,,
01.24          ,2214,1338,OTRAS CRANEOTOMIAS,,
65.41          ,2213,1,SALPINGOOFORECTOMIA UNILATERAL LAPAROSCOPICA,,
82.01          ,2206,893,EXPLORACION DE VAINA DE TENDON DE MANO,,
79.39          ,2190,1012,RED. ABIERTA DE FRACT CON FIJAC INTERNA-OTRO HUESO ESPECIFIC,,
89.04          ,2182,Unknown,Unknown,,
14.72          ,2168,1381,OTRA EXTRACCION DEL CUERPO VITREO,,
70.50          ,2161,742,REPARACION DE CISTOCELE Y RECTOCELE,,
45.75          ,2156,413,HEMICOLECTOMIA IZQUIERDA ABIERTA Y OTRAS,,
35.24          ,2153,974,OTRA SUSTITUCION DE VALVULA MITRAL,,
87.73          ,2150,Unknown,Unknown,,
81.63          ,2147,Unknown,Unknown,,
53.21          ,2146,620,REPARACION UNILATERAL DE HERNIA CRURAL CON INJERTO O PROTESI,,
88.23          ,2139,Unknown,Unknown,,
53.17          ,2105,1713,"REPAR.BILAT. DE HERNIA INGUI. CON INJERTO O PROTESIS,N.E.O.M",,
71.23          ,2101,870,MARSUPIALIZACION DE GLANDULA DE BARTHOLIN (QUISTE),,
00.76          ,2095,Unknown,Unknown,,
87.53          ,2084,Unknown,Unknown,,
0CTX0Z0        ,2081,Unknown,Unknown,,
57.71          ,2057,1525,CISTECTOMIA RADICAL,,
73.01          ,2048,Unknown,Unknown,,
36.11          ,2045,1449,DERIVACION (AORTO)CORONARIA DE UNA ARTERIA CORONARIA,,
75.4           ,2042,Unknown,Unknown,,
94.33          ,2028,Unknown,Unknown,,
86.71          ,2027,726,CORTE Y PREPARACION DE INJERTOS DE PEDICULOS O COLGAJOS,,
46.51          ,2027,Unknown,Unknown,,
86.60          ,2025,Unknown,Unknown,,
81.55          ,2023,Unknown,Unknown,,
40.53          ,2023,1059,EXCISION RADICAL DE NODULOS LINFATICOS ILIACOS,,
08.22          ,2018,676,EXCISION DE OTRA LESION MENOR DE PARPADO,,
3E0234Z        ,2014,Unknown,Unknown,,
BW21YZZ        ,2007,Unknown,Unknown,,
41.5           ,2007,904,ESPLENECTOMIA TOTAL,,
0DJ08ZZ        ,1979,Unknown,Unknown,,
93.99          ,1977,Unknown,Unknown,,
22.2           ,1976,1055,ANTROTOMIA INTRANASAL,,
54.12          ,1976,1509,REAPERTURA DE LAPAROTOMIA RECIENTE,,
66.51          ,1976,168,EXTIRP. DE AMBAS T. DE FALOPIO EN UN MISMO TIEMPO OPERATORIO,,
89.62          ,1958,Unknown,Unknown,,
65.29          ,1956,1307,OTRA EXCISION LOCAL O DESTRUCCION DE OVARIO,,
85.95          ,1955,170,INSERCION DE EXPANSOR DEL TEJIDO MAMARIO,,
86.23          ,1948,769,"EXTARCCION DE UÑA, LECHO DE UÑA O PLIEGUE DE UÑA",,
99.03          ,1945,Unknown,Unknown,,
37.94          ,1940,1458,"IMPLANT.O SUSTIT.DE CARDIOVERSOR/DESFIBRILADOR AUTOMATICO,[A",,
87.74          ,1933,555,PIELOGRAFIA RETROGRADA,,
3E013VG        ,1933,Unknown,Unknown,,
36.13          ,1925,935,DERIVACION (AORTO)CORONARIA DE TRES ARTERIAS CORONARIAS,,
51.98          ,1924,Unknown,Unknown,,
94.12          ,1922,Unknown,Unknown,,
19.19          ,1910,1082,OTRA ESTAPEDECTOMIA,,
72.1           ,1908,Unknown,Unknown,,
52.11          ,1904,Unknown,Unknown,,
55.22          ,1902,1515,PIELOSCOPIA,,
0HB1XZZ        ,1894,Unknown,Unknown,,
81.47          ,1871,42,OTRA REPARACION DE RODILLA,,
BW41ZZZ        ,1864,Unknown,Unknown,,
0T9B7ZZ        ,1860,Unknown,Unknown,,
49.59          ,1850,495,OTRA ESFINTEROTOMIA ANAL,,
22.63          ,1848,634,ETMOIDECTOMIA,,
86.69          ,1825,1645,OTRO INJERTO CUTANEO A OTROS SITIOS,,
40.59          ,1819,Unknown,Unknown,,
90.93          ,1815,Unknown,Unknown,,
78.63          ,1799,722,EXTRA. DISP. INT. DE RADIO Y CUBITO,,
60.4           ,1792,1534,PROSTATECTOMIA RETROPUBICA,,
08.49          ,1789,275,OTRA REPARACION DE ENTROPION O ECTROPION,,
08.70          ,1787,Unknown,Unknown,,
4A09X1Z        ,1776,Unknown,Unknown,,
86.83          ,1771,837,OPERACION PLASTICA DE REDUCCION DE TAMAÑO,,
BB24ZZZ        ,1764,Unknown,Unknown,,
00.18          ,1753,1004,TERAPIA DE INFUSION DE ANTICUERPOS INMUNOSUPRESORES,,
18.29          ,1753,619,EXCISION O DESTRUCCION DE OTRA LESION DEL OIDO EXTERNO,,
96.35          ,1742,Unknown,Unknown,,
32.49          ,1739,Unknown,Unknown,,
42.23          ,1739,Unknown,Unknown,,
40.21          ,1735,303,EXCISION DE NODULO LINFATICO CERVICAL PROFUNDO,,
0UB98ZZ        ,1732,Unknown,Unknown,,
85.89          ,1730,440,OTRA MAMOPLASTIA,,
45.14          ,1725,1759,BIOPSIA CERRADA (ENDOSCOPICA) DE INTESTINO DELGADO,,
00.17          ,1724,Unknown,Unknown,,
80.76          ,1705,1294,SINOVECTOMIA DE RODILLA,,
50.22          ,1704,1088,HEPATECTOMIA PARCIAL,,
76.63          ,1698,1149,OSTEOPLASTIA [OSTEOTOMIA] DE CUERPO DE MANDIBULA,,
85.11          ,1693,1052,BIOPSIA PERCUTANEA [AGUJA] CERRADA DE MAMA,,
06.89          ,1690,256,OTRA PARATIROIDECTOMIA,,
40.41          ,1678,1466,"DISECCION RADICAL DE CUELLO, UNILATERAL",,
0UDN3ZZ        ,1676,Unknown,Unknown,,
87.02          ,1674,Unknown,Unknown,,
78.62          ,1674,Unknown,Unknown,,
90.41          ,1674,Unknown,Unknown,,
45.94          ,1668,637,ANASTOMOSIS DE INTESTINO GRUESO A INTESTINO GRUESO,,
86.06          ,1664,673,INSERCION DE BOMBA INFUSORA TOTALMENTE IMPLANTABLE,,
99.14          ,1656,Unknown,Unknown,,
93.11          ,1654,Unknown,Unknown,,
08QE3ZZ        ,1652,Unknown,Unknown,,
83.88          ,1649,91,OTRAS OPERCIONES PLASTICAS SOBRE TENDON,,
37.0           ,1636,1452,PERICARDIOCENTESIS,,
37.87          ,1628,1457,SUSTIT. CUALQUIER TIPO MARCAPASOS CON DISP. CAMARA DOBLE,,
36.09          ,1625,Unknown,Unknown,,
02HK3JZ        ,1624,Unknown,Unknown,,
56.51          ,1618,Unknown,Unknown,,
00.61          ,1617,405,ANGIOPLASTIA PERCUTANEA O ATERECTOMIA DE VASO(S) PRECEREBRAL(ES) (EXTRACRANEALES),,
BW211ZZ        ,1617,Unknown,Unknown,,
79.13          ,1608,226,RED. CERRADA DE FRACT. CON FIJ.INT EN CARPIANO Y METACARPIAN,,
79.75          ,1606,Unknown,Unknown,,
27.43          ,1603,1419,OTRA EXCISION DE LESION O TEJIDO DE LABIO,,
0TJB8ZZ        ,1600,Unknown,Unknown,,
86.70          ,1597,9,"INJERTO DE PEDICULO O COLGAJO, N. E. O. M.",,
66.4           ,1595,1186,SALPINGUECTOMIA UNILATERAL TOTAL,,
55.69          ,1590,645,OTRO TRASPLANTE DE RIÑON,,
17.36          ,1578,705,SIGMOIDECTOMIA LAPAROSCOPICA,,
BW25ZZZ        ,1577,Unknown,Unknown,,
92.14          ,1577,Unknown,Unknown,,
62.3           ,1573,600,ORQUIECTOMIA UNILATERAL,,
28.0           ,1566,1423,INCISION Y DRENAJE DE AMIGDALA Y ESTRUCTURAS PERIAMIGDALINAS,,
0SRC0J9        ,1560,Unknown,Unknown,,
3E0F73Z        ,1559,Unknown,Unknown,,
87.64          ,1557,605,SERIE DE INTESTINO GRUESO (ENEMA OPACO),,
90.02          ,1555,Unknown,Unknown,,
49.45          ,1544,432,LIGADURA DE HEMORROIDES,,
0DTJ4ZZ        ,1543,Unknown,Unknown,,
26.31          ,1541,652,SIALOADENECTOMIA PARCIAL,,
08QF3ZZ        ,1541,Unknown,Unknown,,
BU46ZZZ        ,1539,Unknown,Unknown,,
5A1221Z        ,1535,Unknown,Unknown,,
85.87          ,1535,1207,OTRA REPARACION O RECONSTRUCCION DE PEZON,,
0HBT0ZZ        ,1530,Unknown,Unknown,,
68.39          ,1526,125,OTRA HISTERECTOMIA SUBTOTAL ABDOMINAL Y LA NO ESPECIFICADA,,
0HBU0ZZ        ,1523,Unknown,Unknown,,
4A00X4Z        ,1519,Unknown,Unknown,,
86.09          ,1508,766,OTRA INCISION DE PIEL Y TEJIDO SUBCUTANEO,,
10907ZC        ,1508,Unknown,Unknown,,
01.31          ,1503,Unknown,Unknown,,
00.42          ,1502,749,PROCEDIMIENTO SOBRE TRES VASOS,,
4A1ZXQZ        ,1501,Unknown,Unknown,,
55.02          ,1500,174,NEFROSTOMIA,,
97.89          ,1496,1181,EXTRACCION DE OTRO DISPOSITIVO TERAPEUTICO,,
66.62          ,1496,707,SALPINGECTOMIA CON EXTRACCION DE EMBARAZO TUBARICO,,
0SBC4ZZ        ,1495,Unknown,Unknown,,
85.6           ,1494,59,MASTOPEXIA,,
65.81          ,1487,334,LIBERACION LAPAROSCOPICA DE ADHERENCIAS DE OVARIO Y TROMPA D,,
87.22          ,1477,Unknown,Unknown,,
27.24          ,1474,608,"BIOPSIA DE BOCA, ESTRUCTURA NO ESPECIFICADA",,
89.34          ,1467,Unknown,Unknown,,
81.53          ,1465,230,"REVISION DE SUSTITUCION DE CADERA, NO ESPECIFICADA DE OTRA MANERA",,
0BJ08ZZ        ,1462,Unknown,Unknown,,
04.2           ,1461,549,DESTRUCCION DE NERVIOS CRANEALES Y PERIFERICOS,,
39.64          ,1459,Unknown,Unknown,,
0KQM0ZZ        ,1450,Unknown,Unknown,,
93.22          ,1448,Unknown,Unknown,,
60.0           ,1445,1786,INCISION DE PROSTATA,,
92.18          ,1443,Unknown,Unknown,,
0UT90ZZ        ,1441,Unknown,Unknown,,
4A12X4Z        ,1440,Unknown,Unknown,,
73.99          ,1440,Unknown,Unknown,,
39.72          ,1438,975,EMBOLIZACION U OCLUSION ENDOVASCULAR DE VASOS DE CABEZA Y CUELLO,,
45.91          ,1431,1483,ANASTOMOSIS DE INTESTINO DELGADO A INTESTINO DELGADO,,
71.3           ,1428,186,OTRA EXCISION LOCAL O DESTRUCCION DE VULVA Y PERINEO,,
92.15          ,1427,Unknown,Unknown,,
60.21          ,1425,701,PROSTATECTOMIA TRANSURETRAL GUIADO POR LASER INDUCIDO,,
17.33          ,1423,310,HEMICOLECTOMIA DERECHA LAPAROSCOPICA,,
54.24          ,1422,120,BIOPSIA CERRADA [PERCUTANEA] [CON AGUJA] DE MASA INTRAABDOM.,,
34.92          ,1416,Unknown,Unknown,,
67.39          ,1415,286,OTRA EXCISION O DESTRUCCION DE LESION O TEJIDO DE CUELLO UTE,,
68.51          ,1414,728,HISTERECTOMIA VAGINAL ASISTIDA POR LAPAROSCOPIA (LAVH),,
0SRD0J9        ,1413,Unknown,Unknown,,
B2101ZZ        ,1413,Unknown,Unknown,,
5A2204Z        ,1412,Unknown,Unknown,,
00.63          ,1411,1335,INSERCION PERCUTANEA DE STENT(S) DE ARTERIA CAROTIDA ,,
85.54          ,1410,180,IMPLANTE MAMARIO BILATERAL,,
84.56          ,1408,1293,INSERCION O SUSTITUCION DE ESPACIADOR (DE CEMENTO),,
89.51          ,1407,Unknown,Unknown,,
84.55          ,1406,Unknown,Unknown,,
88.49          ,1401,1112,ARTERIOGRAFIA DE OTROS SITIOS ESPECIFICADOS,,
47.19          ,1400,842,OTRAS APENDICECTOMIAS INCIDENTALES,,
60.3           ,1380,459,PROSTATECTOMIA SUPRAPUBICA,,
38.12          ,1378,656,ENDARTERECTOMIA DE OTROS VASOS DE CABEZA Y CUELLO,,
21.84          ,1357,1403,REVISION DE RINOPLASTIA,,
46.52          ,1354,1073,CIERRE DE ESTOMA DE INTESTINO GRUESO,,
83.21          ,1353,324,BIOPSIA ABIERTA DE TEJIDO BLANDO,,
34.24          ,1353,Unknown,Unknown,,
3E033PZ        ,1352,Unknown,Unknown,,
5A1935Z        ,1344,Unknown,Unknown,,
54.0           ,1332,1508,INCISION DE PARED ABDOMINAL,,
08.21          ,1331,1204,EXCISION DE CHALACION,,
77.53          ,1331,958,OTRA BURSECTOMIA CON CORRECCION DE TEJIDO BLANDO,,
0CTW0Z0        ,1330,Unknown,Unknown,,
79.02          ,1329,916,RED. CERRADA DE FRACT. SIN FIJ.INT. EN RADIO Y CUBITO,,
0TPBX0Z        ,1328,Unknown,Unknown,,
00.24          ,1328,649,IMAGEN INTRAVASCULAR DE VASOS CORONARIOS ,,
43.41          ,1327,Unknown,Unknown,,
4A03XR1        ,1320,Unknown,Unknown,,
82.45          ,1317,798,OTRA SUTURA DE OTRO TENDON DE MANO,,
0DB68ZX        ,1316,Unknown,Unknown,,
3E03305        ,1315,Unknown,Unknown,,
45.43          ,1313,Unknown,Unknown,,
82.12          ,1309,355,FASCIOTOMIA DE MANO,,
4A1HXFZ        ,1308,Unknown,Unknown,,
03.93          ,1308,1857,"INSERCION, IMPLANTACION O SUSTITUCION DE AGUJA(S) DE NEUROESTIMULADOR MEDULAR",,
79.71          ,1305,Unknown,Unknown,,
00.48          ,1302,Unknown,Unknown,,
91.63          ,1301,Unknown,Unknown,,
03.92          ,1299,Unknown,Unknown,,
87.04          ,1296,Unknown,Unknown,,
38.89          ,1288,1220,OTRA OCLUSION QUIRURGICA DE VENAS DE MIEMBROS INFERIORES,,
89.61          ,1285,Unknown,Unknown,,
88.22          ,1285,Unknown,Unknown,,
14.41          ,1282,1714,INDENTACION ESCLERAL CON IMPLANTACION,,
84.12          ,1280,Unknown,Unknown,,
4A023FZ        ,1273,Unknown,Unknown,,
0UT70ZZ        ,1267,Unknown,Unknown,,
0SBD4ZZ        ,1259,Unknown,Unknown,,
51.01          ,1256,700,ASPIRACION PERCUTANEA DE VESICULA BILIAR,,
82.29          ,1255,1253,EXCISION DE OTRA LESION DE TEJIDO BLANDO DE MANO,,
85.45          ,1249,148,MASTECTOMIA RADICAL UNILATERAL,,
B030Y0Z        ,1242,Unknown,Unknown,,
70.92          ,1241,Unknown,Unknown,,
77.69          ,1240,1576,ESCISION LOCAL DE LESION O TEJ. OTRO HUESO NCOC,,
14.52          ,1238,Unknown,Unknown,,
00.51          ,1235,682,"IMPLANTACION DE DESFIBRILADOR DE RESINCRONIZACION CARDIACA, SISTEMA TOTAL [CRT-D] ",,
70.52          ,1230,105,REPARACION DE RECTOCELE,,
50.29          ,1228,1080,OTRA ELIMINACION DE LESION DE HIGADO,,
25.1           ,1227,777,EXCISION O DESTRUCCION DE LESION O TEJIDO DE LENGUA,,
3E0U3GC        ,1225,Unknown,Unknown,,
57.95          ,1219,Unknown,Unknown,,
B211YZZ        ,1218,Unknown,Unknown,,
13.8           ,1212,1377,EXTRACCION DE CRISTALINO IMPLANTADO,,
0WQF0ZZ        ,1212,Unknown,Unknown,,
78.66          ,1211,841,EXTRA. DISP. INT. DE ROTULA,,
36.16          ,1208,1451,ANASTOMOSIS INTERNA DOBLE DE ARTERIA MAMARIA-ARTERIA CORONA,,
87.71          ,1205,Unknown,Unknown,,
85.0           ,1204,1912,MASTOTOMIA,,
67.0           ,1193,1902,DILATACION DE CANAL CERVICAL,,
43.89          ,1192,615,OTRA GASTRECTOMIA PARCIAL NCOC,,
03.96          ,1190,624,DENERVACION PERCUTANEA DE FACETA,,
5A1955Z        ,1190,Unknown,Unknown,,
40.42          ,1189,Unknown,Unknown,,
03.90          ,1185,Unknown,Unknown,,
14.71          ,1184,1747,"EXTRACCION DE CUERPO VITREO, ACCESO ANTERIOR",,
99.69          ,1183,Unknown,Unknown,,
0UT74ZZ        ,1181,Unknown,Unknown,,
85.32          ,1178,900,MAMOPLASTIA DE REDUCCION BILATERAL,,
99.71          ,1177,1673,PLASMAFERESIS TERAPEUTICA,,
04.07          ,1163,1345,OTRAS EXCISIONES O EVULSIONES DE NERVIOS CRANEALES O PERIFER,,
38.08          ,1163,Unknown,Unknown,,
89.68          ,1163,Unknown,Unknown,,
44.39          ,1161,1474,OTRA GASTROENTEROSTOMIA,,
09.6           ,1157,1361,EXCISION DE SACO Y CONDUCTO LAGRIMAL,,
12.79          ,1156,1289,OTROS PROCEDIMIENTOS DE GLAUCOMA,,
78.68          ,1154,1868,EXTRA. DISP. INT. DE TARSIANOS Y METATARSIANOS,,
38.97          ,1153,Unknown,Unknown,,
00.39          ,1152,1266,OTRA CIRUGIA ASISTIDA POR ORDENADOR ,,
37.25          ,1151,830,BIOPSIA DE CORAZON,,
06.39          ,1136,130,OTRA TIROIDECTOMIA PARCIAL NCOC,,
5A09357        ,1134,Unknown,Unknown,,
02.34          ,1134,712,DERIVACION VENTRICULAR A LA CAVIDAD Y ORGANOS ABDOMINALES,,
5A1D60Z        ,1133,Unknown,Unknown,,
54.93          ,1128,1513,CREACION DE FISTULA CUTANEOPERITONEAL,,
54.23          ,1126,1510,BIOPSIA DE PERITONEO,,
01.39          ,1121,Unknown,Unknown,,
91.35          ,1119,Unknown,Unknown,,
83.31          ,1115,229,EXCISION DE LESION DE VAINA DE TENDON,,
30233R1        ,1114,Unknown,Unknown,,
81.82          ,1106,89,REPARACION DE LUXACION FRECUENTE DE HOMBRO,,
99.06          ,1105,Unknown,Unknown,,
3E0P7GC        ,1103,Unknown,Unknown,,
39.71          ,1103,785,IMPLANTE ENDOVASCULAR DE INJERTO EN AORTA ABDOMINAL,,
8E0UXY7        ,1103,Unknown,Unknown,,
10.31          ,1099,847,EXCISION DE LESION O TEJIDO DE CONJUNTIVA,,
50.94          ,1098,Unknown,Unknown,,
0TPBXDZ        ,1097,Unknown,Unknown,,
94.62          ,1088,1292,DESINTOXICACION DE ALCOHOL,,
76.2           ,1087,546,EXCISION LOCAL O DESTRUCCION DE LESIONES DE HUESO FACIAL,,
4A0D73Z        ,1084,Unknown,Unknown,,
87.11          ,1081,Unknown,Unknown,,
3E033VG        ,1081,Unknown,Unknown,,
80.29          ,1075,Unknown,Unknown,,
0HB6XZZ        ,1074,Unknown,Unknown,,
89.18          ,1072,Unknown,Unknown,,
75.62          ,1070,1560,REPAR. DE DESGARRO OBSTETRICO ACTUAL DE RECTO Y ESFINTER ANO,,
44.38          ,1069,1087,GASTROENTEROSTOMIA LAPAROSCOPICA ,,
81.80          ,1068,Unknown,Unknown,,
BT43ZZZ        ,1065,Unknown,Unknown,,
5A09457        ,1064,Unknown,Unknown,,
BP2WYZZ        ,1062,Unknown,Unknown,,
40.24          ,1062,1170,EXCISION DE NODULO LINFATICO INGUINAL,,
92.19          ,1059,Unknown,Unknown,,
0QBN0ZZ        ,1059,Unknown,Unknown,,
42.92          ,1059,1469,DILATACION DE ESOFAGO,,
22.19          ,1054,Unknown,Unknown,,
86.84          ,1054,Unknown,Unknown,,
94.65          ,1053,863,DESINTOXICACION DE DROGAS,,
43.99          ,1052,258,OTRA GASTRECTOMIA TOTAL,,
44.67          ,1050,144,PROCEDIMIENTOS LAPAROSCOPICOS PARA CREACION DE COMPETENCIA DEL ESFINTER GASTROESOFAGICO,,
11.64          ,1049,1176,OTRA QUERATOPLASTIA PENETRANTE,,
BW25YZZ        ,1045,Unknown,Unknown,,
93.75          ,1045,Unknown,Unknown,,
02H63JZ        ,1044,Unknown,Unknown,,
65.89          ,1044,991,OTRA LIBERACION DE ADHERENCIAS DE OVARIO Y TROMPA DE FALOPIO,,
3E0C33Z        ,1044,Unknown,Unknown,,
009U3ZX        ,1041,Unknown,Unknown,,
89.29          ,1036,Unknown,Unknown,,
69.92          ,1035,1297,INSEMINACION ARTIFICIAL,,
89.19          ,1034,Unknown,Unknown,,
81.05          ,1031,1612,"FUSION DORSAL Y DORSOLUMBAR DE LA COLUMNA POSTERIOR, TECNICA POSTERIOR",,
39.25          ,1028,981,DERIVACION AORTA-ILIACA-FEMORAL,,
4A02XFZ        ,1026,Unknown,Unknown,,
B246ZZ4        ,1025,Unknown,Unknown,,
60.69          ,1025,462,OTRA PROSTATECTOMIA NCOC,,
14.59          ,1020,1009,OTRA REPARACION DE DESPRENDIMIENTO RETINAL NCOC,,
96.38          ,1020,Unknown,Unknown,,
54.3           ,1018,316,EXCISION O ELIMINACION LESION/TEJIDO PARED ABDOMINAL U OMBLI,,
5A1945Z        ,1017,Unknown,Unknown,,
06BY0ZC        ,1016,Unknown,Unknown,,
57.19          ,1015,1230,OTRA CISTOTOMIA,,
0VB08ZZ        ,1013,Unknown,Unknown,,
30.22          ,1013,512,CORDECTOMIA VOCAL,,
0UJD7ZZ        ,1009,Unknown,Unknown,,
08.36          ,1009,407,REPARACION DE BLEFAROPTOSIS POR OTRAS TECNICAS,,
93.91          ,1007,Unknown,Unknown,,
82.44          ,1005,43,OTRA SUTURA DE TENDON FLEXOR DE MANO,,
85.96          ,1004,506,EXTRACCION DE EXPANSOR DE TEJIDO MAMARIO,,
86.89          ,1004,178,OTRA REPARACION Y RECONSTRUCCION DE PIEL Y TEJIDO SUBCUTANEO,,
3E0336Z        ,1002,Unknown,Unknown,,
64.49          ,998,930,OTRA REPARACION DE PENE,,
85.99          ,997,711,OTRA OPERACION SOBRE MAMA NCOC,,
08RK30Z        ,993,Unknown,Unknown,,
5A1D00Z        ,992,Unknown,Unknown,,
37.80          ,988,942,"INSERCION MARCAPASOS PERMANENTE,INICIAL O SUST.SIN ESP.APARA",,
79.37          ,984,1595,RED. ABIERTA DE FRACT CON FIJAC INTERN-TARSIAN Y METATARSIAN,,
85.31          ,982,1200,MAMOPLASTIA DE REDUCCION UNILATERAL,,
04.3           ,982,1346,SUTURA DE NERVIOS CRANEALES Y PERIFERICOS,,
01.51          ,981,Unknown,Unknown,,
93.17          ,979,Unknown,Unknown,,
89.09          ,975,Unknown,Unknown,,
77.49          ,971,Unknown,Unknown,,
0DBE8ZX        ,971,Unknown,Unknown,,
0FT40ZZ        ,970,Unknown,Unknown,,
0QBP0ZZ        ,969,Unknown,Unknown,,
0DTJ0ZZ        ,967,Unknown,Unknown,,
12.65          ,966,Unknown,Unknown,,
81.75          ,963,113,ARTROPLAST.DE ARTICUL.CARPOCARPIANA Y METACARPOCARP.SIN IMPL,,
59.95          ,963,923,FRAGMENTACION POR ULTRASONIDO DE CALCULOS URINARIOS,,
37.75          ,962,Unknown,Unknown,,
0VB08ZX        ,961,Unknown,Unknown,,
83.65          ,960,1046,OTRA SUTURA DE MUSCULO O FASCIA,,
59.71          ,960,122,OPERACION DE MUSCULO ELEVADOR PARA SUSPENSION URETROVESICAL,,
BR39ZZZ        ,957,Unknown,Unknown,,
77.68          ,956,207,ESCISION LOCAL DE LESION O TEJ. HUESO TARSIANOS Y METATARSIA,,
68.69          ,954,12,OTRA HISTERECTOMIA ABDOMINAL RADICAL Y LA NO ESPECIFICADA,,
31.29          ,953,Unknown,Unknown,,
79.33          ,950,807,RED. ABIERT DE FRACT. CON FIJAC INTERNA-CARPIANO Y METACARPI,,
70.77          ,947,Unknown,Unknown,,
0CTX0Z1        ,945,Unknown,Unknown,,
34.21          ,942,1440,TORACOSCOPIA TRANSPLEURAL,,
BU4CZZZ        ,941,Unknown,Unknown,,
18.11          ,935,Unknown,Unknown,,
32.29          ,934,Unknown,Unknown,,
48.36          ,933,1157,POLIPECTOMIA [ENDOSCOPICA] DE RECTO,,
0HQ9XZZ        ,932,Unknown,Unknown,,
93.89          ,932,Unknown,Unknown,,
48.24          ,931,651,BIOPSIA CERRADA (ENDOSCOPICA),,
93.53          ,930,Unknown,Unknown,,
0UJD8ZZ        ,928,Unknown,Unknown,,
26.30          ,927,Unknown,Unknown,,
BW21Y0Z        ,927,Unknown,Unknown,,
02.05          ,925,1708,COLOCACION DE PLACA CRANEAL,,
38.21          ,924,Unknown,Unknown,,
4A12XM4        ,920,Unknown,Unknown,,
BW2110Z        ,919,Unknown,Unknown,,
68.9           ,918,330,OTRAS HISTERECTOMIAS Y LAS NO ESPECIFICADAS,,
